"word","p1","p1_estimate","p2","p2_estimate","p3","p3_estimate"
"americans_who","are",0.3,"is",0.04176053,"has",0.03884022
"offended_by","marriage",0.3,"the",0.14328615,"a",0.04663445
"by_marriage","equality",0.3,"to",0.02727273,"is",0.02727273
"equality_issue","shame",0.3,"if",0.0486631,"of",0.0486631
"issue_shame","civil",0.3,"congrats",0.07777778,"on",0.07777778
"shame_civil","rights",0.3,"service",0.07777778,"investigation",0.07777778
"rights_are","civil",0.3,"you",0.05579423,"not",0.02281892
"are_civil","rights",0.3,"service",0.07777778,"investigation",0.07777778
"rights_how","is",0.3,"to",0.08897934,"do",0.04076393
"is_everyone","feeling",0.3,"who",0.06660682,"has",0.04147217
"everyone_feeling","after",0.3,"of",0.04193548,"like",0.04193548
"feeling_after","the",0.3,"a",0.0753396,"that",0.02413793
"the_after","party",0.3,"the",0.08564857,"a",0.06632935
"after_party","what",0.3,"for",0.05078864,"in",0.05078864
"party_what","a",0.3,"i",0.06642336,"you",0.04209246
"the_pizza","man",0.3,"is",0.15964912,"so",0.03684211
"pizza_man","would",0.3,"who",0.04878444,"i",0.03743922
"man_would","be",0.3,"have",0.09401531,"like",0.05017397
"10x's_better","creating",0.3,"than",0.07317554,"the",0.03175542
"better_creating","jobs",0.3,"a",0.12677165,"new",0.01653543
"creating_jobs","he's",0.3,"north",0.09352227,"the",0.03684211
"jobs_he's","from",0.3,"the",0.05609756,"a",0.03170732
"he's_from","the",0.3,"a",0.04529806,"my",0.01852088
"v_an","academic",0.3,"hour",0.01285071,"exciting",0.01042605
"an_academic","theorist",0.3,"i",0.07777778,"libraries",0.07777778
"b2b_vs","b2c",0.3,"spread",0.01962617,"thomas",0.01962617
"b2c_is","not",0.3,"a",0.06063195,"the",0.05034445
"as_different","as",0.3,"things",0.02235872,"than",0.02235872
"different_as","might",0.3,"a",0.10008135,"the",0.07160871
"as_might","think",0.3,"be",0.12871537,"have",0.07581864
"might_think","all",0.3,"i",0.08167502,"of",0.05161059
"think_all","about",0.3,"the",0.0911031,"of",0.05743913
"about_building","relationships",0.3,"and",0.1115942,"has",0.04396135
"building_relationships","w",0.3,"letting",0.04468085,"and",0.04468085
"relationships_w","people",0.3,"and",0.00886076,"10m",0.00886076
"who_your","company",0.3,"day",0.0147816,"life",0.0147816
"your_company","can",0.3,"has",0.03285199,"for",0.03285199
"company_can","help",0.3,"be",0.05487087,"you",0.03266878
"accident_was","the",0.3,"a",0.06819452,"in",0.01184492
"fatality_in","three",0.3,"the",0.17549819,"a",0.04220282
"days_along","central",0.3,"with",0.22607004,"the",0.22607004
"along_central","avenue",0.3,"florida",0.02413793,"announced",0.02413793
"central_avenue","heat",0.3,"near",0.15964912,"just",0.03684211
"avenue_heat","a",0.3,"the",0.02164948,"celebrate",0.02164948
"heat_a","tawa",0.3,"lot",0.01521993,"few",0.01289183
"tawa_or","griddle",0.3,"not",0.02454886,"a",0.01978209
"griddle_take","a",0.3,"the",0.09801735,"it",0.04597274
"a_plastic","sheet",0.3,"surgery",0.03134328,"people",0.03134328
"plastic_sheet","parchment",0.3,"along",0.04468085,"of",0.04468085
"parchment_paper","banana",0.3,"and",0.05449102,"bags",0.05449102
"paper_banana","leaves",0.3,"ride",0.05675676,"from",0.05675676
"banana_leaves","if",0.3,"it's",0.05675676,"a",0.05675676
"leaves_if","you",0.3,"i",0.0704747,"the",0.05952008
"rub_some","oil",0.3,"of",0.10018895,"people",0.02083137
"some_oil","all",0.3,"and",0.05449102,"is",0.05449102
"oil_all","over",0.3,"the",0.09055871,"of",0.05709591
"over_it","take",0.3,"is",0.0736172,"was",0.06987268
"a_lemon","size",0.3,"drop",0.07777778,"by",0.07777778
"lemon_size","of",0.3,"canvas",0.01962617,"and",0.01962617
"size_of","ball",0.3,"the",0.15537124,"a",0.02551292
"of_ball","for",0.3,"a",0.04193548,"pockets",0.00967742
"ball_for","the",0.3,"a",0.07806316,"me",0.02358239
"cover_and","press",0.3,"the",0.03841972,"i",0.01737967
"press_well","with",0.3,"as",0.07017115,"i",0.04164629
"to_spread","the",0.3,"some",0.11818182,"old",0.02727273
"the_trick","is",0.3,"seniors",0.07777778,"since",0.07777778
"trick_is","keep",0.3,"a",0.05802057,"the",0.04817615
"is_keep","the",0.3,"up",0.06180698,"it",0.06180698
"centre_part","of",0.36963249,"intact",0.3,"in",0.04468085
"intact_and","spread",0.3,"the",0.03841972,"i",0.01737967
"outer_parts","well",0.3,"of",0.07777778,"had",0.01794872
"parts_well","to",0.3,"as",0.06904571,"i",0.04097835
"well_to","stretch",0.3,"the",0.05779452,"be",0.04293095
"stretch_place","a",0.3,"in",0.10942184,"where",0.03447538
"ball_of","the",0.3,"a",0.03278486,"my",0.01782081
"filling_that","you",0.3,"the",0.04407671,"i",0.03633263
"have_prepared","and",0.3,"a",0.03684211,"concurrently",0.03684211
"prepared_and","cover",0.3,"the",0.03840391,"i",0.01737251
"and_cover","the",0.3,"of",0.05796178,"price",0.0133758
"filling_by","pulling",0.3,"the",0.14328615,"a",0.04663445
"by_pulling","the",0.3,"one",0.05675676,"for",0.05675676
"pulling_the","edges",0.3,"same",0.00870004,"first",0.00740153
"cover_that","is",0.3,"the",0.04469478,"i",0.03684211
"cover_it","fully",0.3,"is",0.07353852,"was",0.06979801
"it_fully","or",0.3,"developed",0.02727273,"qualified",0.02727273
"fully_or","seal",0.3,"not",0.02454886,"a",0.01978209
"seal_the","ends",0.3,"same",0.00869288,"first",0.00739543
"the_ends","that",0.3,"the",0.15964912,"in",0.03684211
"ends_that","is",0.3,"the",0.04469478,"i",0.03684211
"open_turn","the",0.3,"off",0.08609626,"around",0.0486631
"paratha_with","a",0.3,"the",0.11491588,"my",0.01517356
"a_rolling","pin",0.3,"in",0.24594595,"around",0.05675676
"pin_or","hands",0.3,"not",0.02454886,"a",0.01978209
"or_hands","if",0.3,"to",0.04396135,"and",0.04396135
"hands_if","you",0.3,"i",0.0704747,"the",0.05952008
"lift_and","place",0.3,"the",0.03840391,"i",0.01737251
"and_place","on",0.3,"in",0.10712788,"where",0.03375262
"place_on","the",0.3,"a",0.06195538,"your",0.0236982
"tawa_and","cook",0.3,"the",0.03841972,"i",0.01737967
"cook_both","sides",0.3,"a",0.03770492,"of",0.03770492
"sides_until","nice",0.3,"the",0.12254197,"i",0.07218225
"until_nice","brown",0.3,"to",0.08048128,"job",0.02433155
"nice_brown","can",0.3,"tinted",0.01794872,"card",0.01794872
"brown_can","add",0.3,"be",0.05389408,"you",0.03208723
"can_add","oil",0.3,"a",0.11751825,"rice",0.01532847
"add_oil","to",0.3,"and",0.05449102,"is",0.05449102
"oil_to","cook",0.3,"the",0.05779452,"be",0.04293095
"cook_serve","with",0.3,"the",0.07777778,"hot",0.01794872
"your_favourite","sabji",0.3,"night",0.04468085,"but",0.04468085
"sabji_side","dish",0.3,"of",0.10176211,"and",0.07092511
"enjoy_your","spicy",0.3,"day",0.0147816,"life",0.0147816
"obbattu_or","holige",0.3,"not",0.02454886,"a",0.01978209
"holige_or","poli",0.3,"not",0.02454886,"a",0.01978209
"poli_the","kind",0.3,"same",0.00869646,"first",0.00739848
"attendant_gave","me",0.3,"a",0.14713376,"him",0.10254777
"my_drink","i",0.3,"it",0.06642336,"now",0.01532847
"drink_i","took",0.3,"was",0.03766516,"have",0.03677156
"little_cup","of",0.3,"over",0.02413793,"for",0.02413793
"spicy_tomato","juice",0.3,"sandwich",0.03684211,"we'll",0.03684211
"tomato_juice","one",0.3,"seltzer",0.03134328,"cocktail",0.03134328
"juice_one","sip",0.3,"of",0.17986652,"day",0.02413793
"sip_two","sips",0.3,"years",0.01929825,"of",0.01929825
"sips_set","it",0.3,"up",0.07581864,"of",0.0581864
"then_while","reaching",0.3,"the",0.06105137,"he",0.02759857
"while_reaching","for",0.3,"you",0.05675676,"out",0.05675676
"reaching_for","it",0.3,"the",0.12493968,"a",0.06516615
"third_time","i",0.3,"to",0.0873705,"the",0.03902319
"i_some","how",0.3,"of",0.10066446,"people",0.02093023
"bump_the","cup",0.3,"same",0.00869288,"first",0.00739543
"the_cup","over",0.3,"of",0.15046729,"for",0.01962617
"cup_over","onto",0.3,"the",0.16740331,"and",0.04033149
"over_onto","the",0.3,"a",0.08504673,"movie",0.01962617
"tray_and","spill",0.3,"the",0.03840391,"i",0.01737251
"spill_out","its",0.3,"of",0.14984025,"to",0.05789847
"out_its","contents",0.3,"a",0.06125442,"not",0.04001011
"contents_thanks","for",0.3,"to",0.21358024,"so",0.04074074
"a_creative","weekend",0.3,"expression",0.06642336,"getting",0.01532847
"creative_weekend","your",0.3,"the",0.02413793,"come",0.02413793
"weekend_your","welcome",0.3,"day",0.0147816,"life",0.0147816
"your_welcome","good",0.3,"to",0.28130841,"my",0.01962617
"welcome_good","night",0.3,"luck",0.03395931,"morning",0.03030777
"night_im","curious",0.3,"really",0.05127768,"on",0.0274276
"curious_too","im",0.3,"much",0.05735879,"long",0.01837709
"too_im","curious",0.3,"really",0.05127768,"on",0.0274276
"curious_about","your",0.3,"the",0.12780502,"it",0.05310066
"heart_rt","net",0.3,"if",0.03647984,"oh",0.02959685
"rt_net","neutrality",0.3,"to",0.05675676,"jobs",0.05675676
"upheld_in","congress",0.3,"the",0.17483455,"a",0.04204323
"in_congress","today",0.3,"web",0.03684211,"about",0.03684211
"congress_today","totally",0.3,"i",0.07933801,"is",0.03721163
"today_totally","sweet",0.3,"become",0.01962617,"normal",0.01962617
"totally_sweet","happy",0.3,"thanks",0.03839662,"tea",0.03839662
"sweet_happy","holidays",0.3,"birthday",0.05033921,"to",0.05033921
"holidays_everyone","lanes",0.3,"who",0.06660682,"has",0.04147217
"lanes_for","nye",0.3,"the",0.12333701,"a",0.06433022
"nye_are","selling",0.3,"you",0.05579423,"not",0.02281892
"are_selling","quick",0.3,"very",0.05675676,"the",0.05675676
"selling_quick","call",0.3,"research",0.02164948,"to",0.02164948
"quick_call","us",0.3,"it",0.06310273,"a",0.03375262
"today_to","reserve",0.3,"the",0.05777407,"be",0.04291576
"to_reserve","your",0.3,"#whatiwantthissummer",0.07777778,"daequan",0.07777778
"reserve_your","lane",0.3,"day",0.0147816,"life",0.0147816
"your_lane","just",0.3,"is",0.1045977,"maximum",0.02413793
"lane_just","a",0.3,"the",0.02352729,"to",0.01340802
"min_of","required",0.3,"the",0.15537124,"a",0.02551292
"of_required","as",0.3,"trip",0.04468085,"that",0.04468085
"required_as","long",0.3,"a",0.10152672,"the",0.07264287
"green_bay","d",0.3,"he",0.05675676,"region",0.05675676
"bay_d","keys",0.3,"d",0.04639769,"is",0.02622478
"keys_in","on",0.3,"the",0.17560928,"a",0.04222954
"forte_this","game",0.3,"is",0.08166874,"year",0.02914061
"blowout_i","was",0.3,"have",0.03875025,"am",0.03639605
"thinking_the","same",0.3,"first",0.00748796,"best",0.00573639
"thing_haha","it",0.3,"i",0.0254902,"you",0.0254902
"haha_it","would",0.3,"is",0.07498093,"was",0.07116704
"blast_but","would",0.3,"i",0.05832156,"the",0.04420012
"would_take","10x",0.3,"the",0.08818283,"a",0.07257525
"10x_longer","i",0.3,"then",0.0133758,"fearful",0.0133758
"longer_i","imagine",0.3,"was",0.03756924,"have",0.03667792
"i_imagine","it",0.3,"this",0.04468085,"the",0.04468085
"blast_though","i",0.3,"the",0.05968992,"a",0.02351421
"plan_on","seeing",0.3,"the",0.16946014,"a",0.04697825
"on_seeing","it",0.3,"you",0.11751825,"the",0.06642336
"seeing_it","too",0.3,"is",0.07385424,"was",0.07009767
"too_saw","it",0.3,"a",0.02235872,"her",0.02235872
"bernadette_was","awesome",0.3,"a",0.0652981,"the",0.03226365
"awesome_and","heart-breaking",0.3,"the",0.03840391,"i",0.01737251
"heart-breaking_fav","tagline",0.3,"10pm",0.05675676,"it",0.05675676
"tagline_from","puzzlejuice",0.3,"the",0.1427737,"a",0.03609347
"puzzlejuice_the","word",0.3,"same",0.00870902,"first",0.00740917
"word_app","says",0.3,"and",0.07165354,"webapp",0.01653543
"app_says","this",0.3,"we",0.02488408,"that",0.02488408
"says_this","game",0.3,"is",0.08166874,"year",0.02914061
"punch_your","brain",0.3,"day",0.0147816,"life",0.0147816
"your_brain","in",0.3,"plastic",0.02413793,"called",0.02413793
"brain_in","the",0.3,"a",0.05602586,"my",0.01898883
"face_lol","i",0.3,"but",0.02343523,"jk",0.013246
"keep_saying","no",0.3,"it",0.07092511,"that",0.07092511
"saying_no","to",0.3,"one",0.03941206,"longer",0.02546089
"no_to","mr",0.3,"the",0.05777407,"be",0.04291576
"to_mr","bean",0.3,"santorum",0.03684211,"s",0.03684211
"mr_bean","bc",0.3,"pot",0.07777778,"miss",0.07777778
"bean_bc","i",0.3,"a",0.07777778,"isn't",0.07777778
"him_another","shot",0.3,"day",0.02488408,"person",0.01406491
"another_shot","good",0.3,"in",0.09746835,"himself",0.03839662
"shot_good","idea",0.3,"luck",0.03378308,"morning",0.03015049
"idea_keep","em",0.3,"the",0.06908752,"up",0.05605214
"keep_em","comin",0.3,"in",0.15964912,"know",0.03684211
"comin_a","portion",0.3,"lot",0.01523259,"few",0.01290256
"funds_have","gone",0.3,"to",0.09813845,"a",0.08049253
"fieldhouse_at","the",0.3,"a",0.0483985,"least",0.04530594
"host_high","school",0.3,"schools",0.04639769,"and",0.02622478
"school_volleyball","and",0.3,"coach",0.05675676,"program",0.05675676
"volleyball_and","wrestling",0.3,"the",0.03840391,"i",0.01737251
"and_wrestling","tournaments",0.3,"ahead",0.07777778,"is",0.07777778
"wrestling_tournaments","according",0.3,"dike",0.07777778,"handicap",0.07777778
"indianola_activities","director",0.3,"to",0.03684211,"include",0.03684211
"activities_director","bernie",0.3,"of",0.22385787,"for",0.04619289
"brueck_the","stories",0.3,"same",0.00869288,"first",0.00739543
"the_stories","reflect",0.3,"stories",0.23522267,"and",0.06518219
"stories_reflect","the",0.3,"what",0.05675676,"on",0.05675676
"disillusioned_world","of",0.3,"the",0.03869347,"is",0.02696817
"1920s_in","which",0.3,"the",0.1758319,"a",0.04228307
"were_written","and",0.3,"about",0.06642336,"in",0.01532847
"doyle_can","be",0.3,"you",0.03471353,"i",0.02460279
"be_seen","to",0.3,"a",0.13870968,"the",0.07419355
"seen_to","take",0.3,"the",0.05818576,"be",0.04322157
"new_more","open",0.3,"than",0.11577894,"about",0.02046456
"conventions_in","fiction",0.3,"the",0.17483455,"a",0.04204323
"fiction_suicide","as",0.3,"nope",0.03684211,"passes",0.03684211
"suicide_as","a",0.3,"the",0.08349538,"well",0.04033673
"a_murder","weapon",0.3,"in",0.08504673,"corruption",0.01962617
"murder_weapon","and",0.3,"of",0.05675676,"the",0.05675676
"weapon_and","homosexual",0.3,"the",0.03841972,"i",0.01737967
"incest_are","some",0.3,"you",0.05621796,"not",0.02299221
"tragedies_whose","consequences",0.3,"eyes",0.02164948,"only",0.02164948
"consequences_are","unravelled",0.3,"you",0.05579423,"not",0.02281892
"unravelled_by","the",0.3,"a",0.0585609,"an",0.01304725
"holmes_before","the",0.3,"you",0.05825627,"it",0.03976222
"eyes_of","watson",0.3,"the",0.15537124,"a",0.02551292
"of_watson","the",0.3,"said",0.19361702,"helped",0.04468085
"watson_the","last",0.3,"same",0.00874148,"first",0.00743678
"last_book","of",0.3,"i",0.04386921,"the",0.02479564
"book_of","short",0.3,"the",0.1554496,"a",0.02552579
"and_somewhat","inferior",0.3,"in",0.03684211,"further",0.03684211
"inferior_to","the",0.3,"be",0.04677101,"a",0.02005243
"think_but","it",0.3,"i",0.06014146,"the",0.04557936
"long_while","since",0.3,"the",0.06105137,"he",0.02759857
"while_since","i",0.3,"the",0.09897785,"my",0.0274276
"read_any","others",0.3,"of",0.05453575,"other",0.0321238
"any_others","and",0.3,"are",0.06518219,"to",0.03684211
"and_maybe","they",0.3,"we",0.04639769,"its",0.04639769
"this_kind","of",0.55867508,"but",0.3,"attendant",0.00662461
"kind_but","have",0.3,"i",0.05820414,"the",0.04411113
"have_gained","substance",0.3,"some",0.07777778,"a",0.07777778
"substance_in","my",0.3,"the",0.17843313,"a",0.0429086
"my_memory","i",0.3,"booyah",0.04468085,"isn't",0.04468085
"memory_i","didn't",0.3,"was",0.0378342,"have",0.03693659
"any_story","containing",0.3,"of",0.05054705,"and",0.03522976
"incest_either","but",0.3,"the",0.08172589,"way",0.08172589
"book_is","also",0.3,"a",0.05853508,"the",0.04860336
"oxford_world's","classics",0.3,"largest",0.04468085,"libraries",0.04468085
"classics_edition","complete",0.3,"of",0.07777778,"rt",0.07777778
"edition_complete","with",0.3,"the",0.02164948,"shade",0.02164948
"asterisks_in","the",0.3,"a",0.05602586,"my",0.01898883
"the_text","leading",0.3,"add",0.01532847,"that",0.01532847
"text_leading","to",0.3,"up",0.11818182,"cause",0.02727273
"endnotes_giving","explanations",0.3,"out",0.01653543,"bacalhau",0.01653543
"explanations_and","definitions",0.3,"the",0.03840391,"i",0.01737251
"definitions_which","are",0.3,"is",0.07365887,"was",0.03514443
"unnecessary_for","this",0.3,"the",0.12552221,"a",0.06546998
"this_reader","the",0.3,"felt",0.03684211,"in",0.03684211
"cravat_and","spats",0.3,"the",0.03840391,"i",0.01737251
"spats_could","be",0.3,"have",0.0687434,"not",0.04656811
"dictionary_what","in",0.3,"i",0.06313181,"you",0.04000661
"skyactiv_technology","klebowski",0.3,"stroll",0.02413793,"gear",0.02413793
"klebowski_is","a",0.3,"the",0.0525151,"not",0.03306506
"sophomore_who","also",0.3,"are",0.04990261,"is",0.03899493
"swims_in","the",0.3,"a",0.05602586,"my",0.01898883
"backstroke_and","the",0.3,"i",0.01837854,"a",0.01533069
"abbenhaus_is","a",0.3,"the",0.0525151,"not",0.03306506
"a_senior","who",0.3,"johnny",0.01794872,"executive",0.01794872
"senior_who","also",0.3,"are",0.04990261,"is",0.03899493
"competes_in","the",0.3,"a",0.05602586,"my",0.01898883
"freestyle_and","the",0.3,"i",0.01837854,"a",0.01533069
"leg_day","at",0.3,"in",0.02737011,"to",0.02737011
"gym_followed","by",0.3,"the",0.08504673,"i",0.08504673
"some_cardio","to",0.3,"work",0.07777778,"hard",0.07777778
"cardio_to","help",0.3,"the",0.05822725,"be",0.04325239
"prevent_muscle","soreness",0.3,"cramps",0.05675676,"glycogen",0.05675676
"soreness_also","a",0.3,"be",0.02185911,"to",0.01169208
"afterwards_to","remove",0.3,"the",0.05779452,"be",0.04293095
"toxins_agreed","rt",0.3,"to",0.22215569,"that",0.05449102
"agreed_rt","band",0.3,"if",0.03647984,"oh",0.02959685
"rt_band","to",0.3,"luis",0.0133758,"tickets",0.0133758
"band_to","watch",0.3,"the",0.05795861,"be",0.04305284
"for_killed","it",0.3,"a",0.07777778,"hinds",0.01794872
"how_in","saubers",0.3,"the",0.17483455,"a",0.04204323
"saubers_first","formula",0.3,"time",0.07377892,"thing",0.01979434
"formula_one","car",0.3,"of",0.17986652,"day",0.02413793
"one_car","prompted",0.3,"and",0.10645161,"windows",0.00967742
"prompted_a","major",0.3,"lot",0.01523259,"few",0.01290256
"major_shift","in",0.3,"and",0.02164948,"it",0.02164948
"shift_in","transmission",0.3,"the",0.17483455,"a",0.04204323
"transmission_technology","gear",0.3,"stroll",0.02413793,"klebowski",0.02413793
"shuttled_from","the",0.3,"a",0.04529806,"my",0.01852088
"bus_into","the",0.3,"a",0.1238884,"my",0.02624237
"ballpark_and","warden",0.3,"the",0.03840391,"i",0.01737251
"patterson_were","able",0.3,"the",0.02241993,"in",0.01886121
"emerald-green_grass","and",0.3,"several",0.02727273,"roots",0.02727273
"grass_and","the",0.3,"i",0.01837854,"a",0.01533069
"pavilion_that","rose",0.3,"the",0.04300621,"i",0.03545021
"that_rose","behind",0.3,"service",0.01962617,"makes",0.01962617
"rose_behind","home",0.3,"the",0.18607595,"your",0.06793249
"behind_home","plate",0.3,"and",0.05983718,"to",0.04084125
"stadium_wasn't","considered",0.3,"much",0.0486631,"going",0.0486631
"wasn't_considered","a",0.3,"using",0.03684211,"life",0.03684211
"considered_a","pitcher's",0.3,"lot",0.01521993,"few",0.01289183
"pitcher's_ballpark","but",0.3,"and",0.07777778,"sported",0.07777778
"ballpark_but","on",0.3,"i",0.0580872,"the",0.0440225
"but_on","that",0.3,"the",0.17083674,"a",0.04735988
"that_late","afternoon",0.3,"to",0.05420875,"reply",0.00707071
"late_afternoon","the",0.3,"at",0.07777778,"and",0.07777778
"afternoon_the","two",0.3,"same",0.00870722,"first",0.00740764
"two_rookies","couldn't",0.3,"on",0.07777778,"their",0.07777778
"rookies_couldn't","have",0.3,"get",0.01962617,"quite",0.01962617
"couldn't_have","cared",0.3,"to",0.09775931,"a",0.08018157
"cared_less","while",0.3,"than",0.12926829,"of",0.03170732
"less_while","the",0.3,"he",0.03011734,"it",0.03011734
"remained_as","iconic",0.3,"a",0.10008135,"the",0.07160871
"iconic_as","any",0.3,"a",0.10028531,"the",0.07175464
"any_in","the",0.3,"a",0.05602586,"my",0.01898883
"land_the","ballpark",0.3,"same",0.00869467,"first",0.00739696
"sported_plenty","of",0.3,"eventually",0.07777778,"to",0.07777778
"obstructed_seats","thanks",0.3,"and",0.1045977,"were",0.02413793
"seats_thanks","for",0.33078982,"to",0.3,"so",0.03092369
"plethora_of","support",0.3,"the",0.1554496,"a",0.02552579
"columns_and","the",0.3,"i",0.01837854,"a",0.01533069
"bleacher_seats","were",0.3,"and",0.1045977,"thanks",0.02413793
"seats_were","uncomfortable",0.3,"the",0.02230652,"in",0.01876581
"were_uncomfortable","and",0.3,"to",0.04468085,"thing",0.04468085
"uncomfortable_and","often",0.3,"the",0.03841972,"i",0.01737967
"often_a","distance",0.3,"lot",0.01521993,"few",0.01289183
"distance_from","the",0.3,"a",0.04529806,"my",0.01852088
"action_watching","a",0.3,"the",0.16119874,"his",0.02870662
"detroit_is","a",0.3,"the",0.0525151,"not",0.03306506
"a_graduate","course",0.3,"already",0.03684211,"from",0.03684211
"graduate_course","in",0.3,"just",0.00786517,"but",0.00786517
"capturing_the","magic",0.3,"same",0.00869646,"first",0.00739848
"magic_of","the",0.3,"a",0.03278486,"my",0.01782081
"ballparks_time","magazine",0.3,"to",0.08365612,"the",0.0373642
"time_magazine","said",0.3,"and",0.1358209,"you're",0.03134328
"magazine_said","decades",0.3,"the",0.04763503,"he",0.04549893
"said_decades","later",0.3,"of",0.15964912,"helping",0.03684211
"decades_later","unlike",0.3,"and",0.04923547,"i",0.02782875
"later_unlike","the",0.3,"dorms",0.05675676,"almost",0.05675676
"perfection_of","wrigley",0.3,"the",0.15537124,"a",0.02551292
"wrigley_field","or",0.3,"and",0.07092511,"into",0.0092511
"field_or","the",0.3,"not",0.02506083,"a",0.02019465
"ugliness_of","fenway",0.3,"the",0.15537124,"a",0.02551292
"fenway_park","tiger",0.3,"i",0.07287066,"is",0.07287066
"last_remaining","link",0.3,"vampire",0.02164948,"including",0.02164948
"remaining_link","with",0.3,"#omg",0.03684211,"for",0.03684211
"link_with","baseball",0.3,"the",0.10318498,"a",0.07174357
"with_baseball","before",0.3,"writer",0.02727273,"whiteboard",0.02727273
"baseball_before","it",0.3,"the",0.08066914,"you",0.05464684
"became_too","self-conscious",0.3,"much",0.05735879,"long",0.01837709
"tribe_home","town",0.3,"and",0.05903614,"to",0.04029451
"home_town","fan",0.3,"and",0.0486631,"because",0.01122995
"town_fan","life",0.3,"i",0.05449102,"of",0.05449102
"fan_life","hope",0.3,"is",0.06008273,"and",0.03836608
"life_hope","everyone's",0.3,"you",0.2220104,"to",0.04003466
"halloween_is","a",0.3,"the",0.0525151,"not",0.03306506
"good_one","be",0.3,"of",0.17986652,"day",0.02413793
"one_be","safe",0.3,"a",0.05643225,"the",0.03241852
"safe_try","not",0.3,"to",0.28039216,"and",0.04509804
"run_over","any",0.3,"the",0.16740331,"and",0.04033149
"over_any","devilish",0.3,"of",0.05453575,"other",0.0321238
"devilish_children","behind",0.3,"and",0.0706422,"in",0.04923547
"children_behind","all",0.3,"the",0.18607595,"your",0.06793249
"behind_all","the",0.3,"of",0.06440849,"day",0.02665993
"cuts_and","the",0.3,"i",0.01837854,"a",0.01533069
"tattoos_and","the",0.3,"i",0.01837854,"a",0.01533069
"scars_she","does",0.3,"said",0.06268196,"was",0.05959418
"does_have","a",0.3,"to",0.11033354,"been",0.06760409
"does_i","guess",0.3,"was",0.03785847,"have",0.03696029
"spelling_your","name",0.3,"day",0.014911,"life",0.014911
"name_right","lol",0.3,"now",0.13974933,"in",0.02694718
"lol_maryland","public",0.3,"for",0.04468085,"counties",0.04468085
"defender_paul","de",0.3,"kersey",0.01653543,"is",0.01653543
"stated_he","considered",0.3,"was",0.08953651,"said",0.05333201
"he_considered","using",0.3,"a",0.03684211,"life",0.03684211
"considered_using","panel",0.3,"a",0.10487805,"it",0.05609756
"using_panel","attorneys",0.3,"for",0.1358209,"submitted",0.03134328
"attorneys_to","represent",0.3,"the",0.05783545,"be",0.04296135
"defendants_to","staff",0.3,"the",0.05779452,"be",0.04293095
"staff_commissioner","bail",0.3,"martin",0.04468085,"of",0.04468085
"commissioner_bail","hearings",0.3,"on",0.24594595,"mega",0.05675676
"hearings_but","he",0.3,"i",0.05940004,"the",0.04501746
"he_concluded","there",0.3,"#cody",0.07777778,"that",0.07777778
"concluded_there","are",0.3,"is",0.13465819,"was",0.07159512
"enough_panel","attorneys",0.3,"for",0.1358209,"submitted",0.03134328
"statewide_to","meet",0.3,"the",0.05795861,"be",0.04305284
"demand_maryland","public",0.3,"for",0.04468085,"counties",0.04468085
"defender_asks","for",0.3,"where",0.07777778,"customers",0.07777778
"asks_for","stay",0.3,"the",0.12333701,"a",0.06433022
"for_stay","in",0.3,"tuned",0.12352941,"with",0.08609626
"in_high","court's",0.3,"school",0.22504931,"schools",0.03175542
"court's_ruling","feb",0.3,"people",0.07777778,"in",0.07777778
"ruling_feb","thanks",0.3,"when",0.03134328,"in",0.03134328
"feb_thanks","guys",0.3,"for",0.26946565,"to",0.13206107
"thanks_guys","i",0.3,"are",0.03540856,"a",0.00817121
"so_confused","that",0.3,"cause",0.02727273,"until",0.02727273
"confused_that","could've",0.3,"the",0.04300621,"i",0.03545021
"could've_really","backfired",0.3,"want",0.02338772,"good",0.02338772
"backfired_a","shrinking",0.3,"lot",0.01521993,"few",0.01289183
"inventory_of","resale",0.3,"the",0.15537124,"a",0.02551292
"resale_homes","has",0.3,"and",0.26551724,"of",0.02413793
"homes_has","buyers",0.3,"been",0.11242337,"a",0.05521046
"buyers_turning","to",0.3,"around",0.05675676,"against",0.05675676
"turning_to","new",0.3,"the",0.05783545,"be",0.04296135
"builders_are","responding",0.3,"you",0.05579423,"not",0.02281892
"demand_what","a",0.3,"i",0.06642336,"you",0.04209246
"cryptic_christmas","message",0.3,"i",0.06190476,"lights",0.06190476
"christmas_message","angelato",0.3,"you",0.01794872,"can",0.01794872
"angelato_heavenly","ice",0.3,"in",0.07777778,"father",0.07777778
"heavenly_ice","cream",0.3,"or",0.02727273,"in",0.02727273
"cream_columbia","turnpike",0.3,"today",0.07777778,"md",0.07777778
"park_it","takes",0.3,"is",0.07385424,"was",0.07009767
"chutzpah_to","put",0.3,"the",0.05802038,"be",0.04309872
"put_heavenly","in",0.3,"ice",0.07777778,"father",0.07777778
"heavenly_in","your",0.3,"the",0.17650314,"a",0.04244449
"gelateria_lives","up",0.3,"in",0.12352941,"and",0.08609626
"lives_up","to",0.3,"and",0.04749722,"in",0.04749722
"billing_i","loved",0.3,"was",0.03768921,"have",0.03679505
"loved_nearly","all",0.3,"every",0.04619289,"as",0.04619289
"nearly_all","the",0.3,"of",0.06440849,"day",0.02665993
"gelati_here","the",0.3,"in",0.04757282,"is",0.03247034
"irresistible_death","by",0.3,"of",0.20960452,"and",0.09096045
"death_by","chocolate",0.3,"the",0.14328615,"a",0.04663445
