word,count,disc_count,fw_count,estimate,leftover_prob
stay_tuned,4,3.3,20,0.165,0.7
is_our,4,3.3,1138,0.002899824,0.7
it_do,4,3.3,936,0.003525641,0.525
a_deep,4,3.3,2406,0.001371571,0.525
sure_that,4,3.3,63,0.052380952,0.7
to_miss,4,3.3,2827,0.001167315,0.7
see_if,4,3.3,129,0.025581395,0.7
let_us,4,3.3,40,0.0825,0.7
law_enforcement,4,3.3,23,0.143478261,0.7
point_to,4,3.3,47,0.070212766,0.7
more_time,4,3.3,251,0.01314741,0.7
look_up,4,3.3,73,0.045205479,0.7
you_find,4,3.3,1035,0.003188406,0.525
enough_i,4,3.3,45,0.073333333,0.525
everyone_has,4,3.3,56,0.058928571,0.525
its_first,4,3.3,198,0.016666667,0.7
the_car,4,3.3,4856,0.000679572,0.7
is_where,4,3.3,1138,0.002899824,0.7
that_very,4,3.3,1112,0.002967626,0.7
him_he,4,3.3,116,0.028448276,0.7
over_at,4,3.3,127,0.025984252,0.7
this_a,4,3.3,563,0.005861456,0.525
have_said,4,3.3,518,0.006370656,0.7
tuesday_night,4,3.3,28,0.117857143,0.525
around_me,4,3.3,83,0.039759036,0.7
much_for,4,3.3,115,0.028695652,0.525
means_that,4,3.3,24,0.1375,0.7
and_down,4,3.3,2430,0.001358025,0.525
his_throat,4,3.3,323,0.010216718,0.7
out_he,4,3.3,282,0.011702128,0.7
programs_for,4,3.3,13,0.253846154,0.7
college_students,4,3.3,27,0.122222222,0.7
from_there,4,3.3,394,0.008375635,0.7
building_and,4,3.3,21,0.157142857,0.7
remember_that,4,3.3,25,0.132,0.7
once_you,4,3.3,44,0.075,0.7
you_never,4,3.3,1035,0.003188406,0.525
i_left,4,3.3,1571,0.002100573,0.7
am_so,4,3.3,97,0.034020619,0.7
than_it,4,3.3,148,0.022297297,0.7
to_continue,4,3.3,2827,0.001167315,0.7
are_well,4,3.3,531,0.006214689,0.7
my_opinion,4,3.3,497,0.006639839,0.7
the_death,4,3.3,4856,0.000679572,0.35
is_up,4,3.3,1138,0.002899824,0.525
one_was,4,3.3,270,0.012222222,0.7
we_used,4,3.3,453,0.007284768,0.7
get_better,4,3.3,202,0.016336634,0.7
have_an,4,3.3,518,0.006370656,0.7
an_amazing,4,3.3,289,0.011418685,0.7
way_for,4,3.3,134,0.024626866,0.7
about_my,4,3.3,351,0.009401709,0.7
has_an,4,3.3,245,0.013469388,0.7
give_a,4,3.3,47,0.070212766,0.7
short_of,4,3.3,26,0.126923077,0.525
it_they,4,3.3,936,0.003525641,0.7
knows_what,4,3.3,24,0.1375,0.7
the_actual,4,3.3,4856,0.000679572,0.7
got_the,4,3.3,104,0.031730769,0.7
first_thing,4,3.3,117,0.028205128,0.7
thing_we,4,3.3,64,0.0515625,0.7
were_going,4,3.3,198,0.016666667,0.35
in_cleveland,4,3.3,1587,0.002079395,0.7
that_youre,4,3.3,1112,0.002967626,0.7
law_firm,4,3.3,23,0.143478261,0.7
well_that,4,3.3,125,0.0264,0.7
happy_hour,4,3.3,77,0.042857143,0.7
find_the,4,3.3,62,0.053225806,0.7
person_who,4,3.3,36,0.091666667,0.7
see_what,4,3.3,129,0.025581395,0.7
thought_to,4,3.3,38,0.086842105,0.7
they_made,4,3.3,340,0.009705882,0.7
birthday_is,4,3.3,24,0.1375,0.525
lives_in,4,3.3,19,0.173684211,0.525
have_had,4,3.3,518,0.006370656,0.7
business_for,4,3.3,49,0.067346939,0.7
for_many,4,3.3,1092,0.003021978,0.525
become_more,4,3.3,30,0.11,0.7
it_could,4,3.3,936,0.003525641,0.525
that's_a,4,3.3,66,0.05,0.525
over_years,4,3.3,127,0.025984252,0.7
then_it's,4,3.3,137,0.024087591,0.7
have_more,4,3.3,518,0.006370656,0.7
she_could,4,3.3,229,0.01441048,0.7
the_paper,4,3.3,4856,0.000679572,0.7
man_i,4,3.3,62,0.053225806,0.7
they_dont,4,3.3,340,0.009705882,0.7
her_family,4,3.3,216,0.015277778,0.7
in_every,4,3.3,1587,0.002079395,0.7
think_they,4,3.3,140,0.023571429,0.7
the_brain,4,3.3,4856,0.000679572,0.7
doing_so,4,3.3,54,0.061111111,0.7
the_little,4,3.3,4856,0.000679572,0.7
doing_a,4,3.3,54,0.061111111,0.7
to_minutes,4,3.3,2827,0.001167315,0.7
heading_to,4,3.3,10,0.33,0.7
the_phone,4,3.3,4856,0.000679572,0.7
million_in,4,3.3,44,0.075,0.7
the_bears,4,3.3,4856,0.000679572,0.7
shot_in,4,3.3,24,0.1375,0.525
a_member,4,3.3,2406,0.001371571,0.175
part_in,4,3.3,52,0.063461538,0.7
i've_ever,4,3.3,40,0.0825,0.525
and_made,4,3.3,2430,0.001358025,0.7
the_better,4,3.3,4856,0.000679572,0.7
in_love,4,3.3,1587,0.002079395,0.525
not_even,4,3.3,455,0.007252747,0.7
for_dinner,4,3.3,1092,0.003021978,0.7
very_interesting,4,3.3,93,0.035483871,0.7
did_it,4,3.3,110,0.03,0.7
thing_you,4,3.3,64,0.0515625,0.7
the_fourth,4,3.3,4856,0.000679572,0.7
are_we,4,3.3,531,0.006214689,0.7
been_the,4,3.3,161,0.020496894,0.7
heart_and,4,3.3,24,0.1375,0.7
know_i,4,3.3,143,0.023076923,0.7
you_how,4,3.3,1035,0.003188406,0.7
his_way,4,3.3,323,0.010216718,0.7
be_getting,4,3.3,527,0.00626186,0.7
for_over,4,3.3,1092,0.003021978,0.35
as_my,4,3.3,492,0.006707317,0.7
wanting_to,4,3.3,6,0.55,0.7
been_working,4,3.3,161,0.020496894,0.7
the_different,4,3.3,4856,0.000679572,0.7
return_to,4,3.3,10,0.33,0.525
ran_into,4,3.3,14,0.235714286,0.525
to_call,4,3.3,2827,0.001167315,0.7
for_him,4,3.3,1092,0.003021978,0.7
about_their,4,3.3,351,0.009401709,0.7
good_work,4,3.3,194,0.017010309,0.7
care_of,4,3.3,21,0.157142857,0.7
the_crew,4,3.3,4856,0.000679572,0.7
them_out,4,3.3,182,0.018131868,0.7
i_tell,4,3.3,1571,0.002100573,0.525
small_businesses,4,3.3,38,0.086842105,0.7
have_it,4,3.3,518,0.006370656,0.7
being_able,4,3.3,98,0.033673469,0.175
travel_to,4,3.3,14,0.235714286,0.7
you_try,4,3.3,1035,0.003188406,0.525
a_picture,4,3.3,2406,0.001371571,0.525
she_finds,4,3.3,229,0.01441048,0.525
most_common,4,3.3,86,0.038372093,0.7
their_parents,4,3.3,204,0.016176471,0.7
memories_of,4,3.3,7,0.471428571,0.7
even_a,4,3.3,108,0.030555556,0.7
for_which,4,3.3,1092,0.003021978,0.525
way_i,4,3.3,134,0.024626866,0.525
for_instance,4,3.3,1092,0.003021978,0.525
that_and,4,3.3,1112,0.002967626,0.7
into_this,4,3.3,151,0.021854305,0.7
said_there,4,3.3,328,0.010060976,0.525
just_about,4,3.3,290,0.01137931,0.7
do_what,4,3.3,243,0.013580247,0.7
that_means,4,3.3,1112,0.002967626,0.7
the_background,4,3.3,4856,0.000679572,0.525
job_and,4,3.3,53,0.062264151,0.7
the_decision,4,3.3,4856,0.000679572,0.7
said_in,4,3.3,328,0.010060976,0.525
she_wants,4,3.3,229,0.01441048,0.7
about_them,4,3.3,351,0.009401709,0.7
said_and,4,3.3,328,0.010060976,0.7
getting_a,4,3.3,51,0.064705882,0.7
after_all,4,3.3,109,0.030275229,0.7
it's_been,4,3.3,185,0.017837838,0.35
people_think,4,3.3,175,0.018857143,0.7
he_really,4,3.3,503,0.006560636,0.7
a_parent,4,3.3,2406,0.001371571,0.7
as_far,4,3.3,492,0.006707317,0.175
far_as,4,3.3,31,0.106451613,0.7
set_of,4,3.3,41,0.080487805,0.7
charlie_sheen's,4,3.3,7,0.471428571,0.7
is_jewish,4,3.3,1138,0.002899824,0.35
time_that,4,3.3,212,0.015566038,0.7
sure_if,4,3.3,63,0.052380952,0.7
has_yet,4,3.3,245,0.013469388,0.35
the_plot,4,3.3,4856,0.000679572,0.7
have_them,4,3.3,518,0.006370656,0.7
services_and,4,3.3,20,0.165,0.7
note_that,4,3.3,12,0.275,0.7
this_afternoon,4,3.3,563,0.005861456,0.525
he_might,4,3.3,503,0.006560636,0.525
the_university,4,3.3,4856,0.000679572,0.35
all_have,4,3.3,340,0.009705882,0.7
a_lovely,4,3.3,2406,0.001371571,0.7
to_visit,4,3.3,2827,0.001167315,0.7
make_an,4,3.3,127,0.025984252,0.7
so_excited,4,3.3,387,0.008527132,0.525
this_makes,4,3.3,563,0.005861456,0.7
i_felt,4,3.3,1571,0.002100573,0.7
the_euro,4,3.3,4856,0.000679572,0.7
in_it,4,3.3,1587,0.002079395,0.525
responsible_for,4,3.3,7,0.471428571,0.7
up_as,4,3.3,301,0.010963455,0.7
this_blog,4,3.3,563,0.005861456,0.7
too_but,4,3.3,126,0.026190476,0.7
thing_and,4,3.3,64,0.0515625,0.7
makes_it,4,3.3,39,0.084615385,0.7
hit_a,4,3.3,34,0.097058824,0.7
i_try,4,3.3,1571,0.002100573,0.35
getting_into,4,3.3,51,0.064705882,0.525
to_draw,4,3.3,2827,0.001167315,0.525
finally_i,4,3.3,24,0.1375,0.7
combo_kit,4,3.3,4,0.825,0.525
drill_driver,4,3.3,6,0.55,0.525
was_also,4,3.3,638,0.005172414,0.7
have_all,4,3.3,518,0.006370656,0.7
was_one,4,3.3,638,0.005172414,0.35
all_but,4,3.3,340,0.009705882,0.7
and_finally,4,3.3,2430,0.001358025,0.7
likely_to,4,3.3,13,0.253846154,0.7
to_first,4,3.3,2827,0.001167315,0.7
and_take,4,3.3,2430,0.001358025,0.7
and_give,4,3.3,2430,0.001358025,0.7
hope_to,4,3.3,58,0.056896552,0.525
he_turned,4,3.3,503,0.006560636,0.7
turned_to,4,3.3,15,0.22,0.525
games_and,4,3.3,28,0.117857143,0.7
its_the,4,3.3,198,0.016666667,0.7
county_officials,4,3.3,40,0.0825,0.7
begin_with,4,3.3,17,0.194117647,0.7
one_thing,4,3.3,270,0.012222222,0.7
i_bet,4,3.3,1571,0.002100573,0.525
the_highest,4,3.3,4856,0.000679572,0.7
the_store,4,3.3,4856,0.000679572,0.7
show_on,4,3.3,69,0.047826087,0.7
them_all,4,3.3,182,0.018131868,0.7
would_make,4,3.3,178,0.018539326,0.7
he_doesn't,4,3.3,503,0.006560636,0.7
next_day,4,3.3,79,0.041772152,0.7
positive_animals,4,3.3,14,0.235714286,0.35
love_his,4,3.3,146,0.02260274,0.7
bored_bored,4,3.3,11,0.3,0.35
running_running,4,3.3,32,0.103125,0.525
acura_legend,4,3.3,5,0.66,0.175
legend_parts,4,3.3,8,0.4125,0.7
the_pharmacist,4,3.3,4856,0.000679572,0.175
pharmacist_jobs,4,3.3,4,0.825,0.175
jobs_north,4,3.3,25,0.132,0.175
north_dakota,4,3.3,23,0.143478261,0.7
like_being,3,2.3,245,0.009387755,0.7
you_did,3,2.3,1035,0.002222222,0.7
there_it,3,2.3,227,0.010132159,0.7
range_from,3,2.3,8,0.2875,0.7
thing_for,3,2.3,64,0.0359375,0.7
were_just,3,2.3,198,0.011616162,0.7
i'm_watching,3,2.3,165,0.013939394,0.7
in_hawaii,3,2.3,1587,0.001449275,0.7
says_we,3,2.3,65,0.035384615,0.7
option_for,3,2.3,9,0.255555556,0.7
one_in,3,2.3,270,0.008518519,0.466666667
watch_it,3,2.3,26,0.088461538,0.7
and_like,3,2.3,2430,0.000946502,0.7
the_use,3,2.3,4856,0.000473641,0.233333333
a_financial,3,2.3,2406,0.000955943,0.7
is_difficult,3,2.3,1138,0.00202109,0.7
for_minutes,3,2.3,1092,0.002106227,0.233333333
can_handle,3,2.3,225,0.010222222,0.466666667
that_for,3,2.3,1112,0.002068345,0.7
the_long,3,2.3,4856,0.000473641,0.7
cost_of,3,2.3,12,0.191666667,0.7
be_from,3,2.3,527,0.004364326,0.466666667
back_of,3,2.3,135,0.017037037,0.233333333
on_purpose,3,2.3,869,0.00264672,0.7
here_for,3,2.3,94,0.024468085,0.7
ok_with,3,2.3,19,0.121052632,0.7
the_small,3,2.3,4856,0.000473641,0.7
but_would,3,2.3,498,0.004618474,0.7
would_rather,3,2.3,178,0.012921348,0.7
head_of,3,2.3,27,0.085185185,0.466666667
just_in,3,2.3,290,0.007931034,0.7
there_in,3,2.3,227,0.010132159,0.7
at_pm,3,2.3,601,0.003826955,0.7
playoff_game,3,2.3,7,0.328571429,0.7
game_at,3,2.3,73,0.031506849,0.7
at_once,3,2.3,601,0.003826955,0.7
said_his,3,2.3,328,0.007012195,0.7
be_to,3,2.3,527,0.004364326,0.7
history_of,3,2.3,19,0.121052632,0.7
read_the,3,2.3,35,0.065714286,0.7
michigan_state's,3,2.3,10,0.23,0.7
show_it,3,2.3,69,0.033333333,0.7
you_even,3,2.3,1035,0.002222222,0.7
make_them,3,2.3,127,0.018110236,0.7
to_connect,3,2.3,2827,0.000813583,0.7
the_ground,3,2.3,4856,0.000473641,0.7
ground_and,3,2.3,10,0.23,0.7
you'll_be,3,2.3,9,0.255555556,0.7
they_weren't,3,2.3,340,0.006764706,0.7
a_choice,3,2.3,2406,0.000955943,0.7
was_told,3,2.3,638,0.003605016,0.7
in_place,3,2.3,1587,0.001449275,0.466666667
i_even,3,2.3,1571,0.001464036,0.7
come_up,3,2.3,83,0.027710843,0.466666667
half_the,3,2.3,30,0.076666667,0.7
menu_is,3,2.3,3,0.766666667,0.7
to_tomorrow,3,2.3,2827,0.000813583,0.7
i'm_looking,3,2.3,165,0.013939394,0.7
please_say,3,2.3,37,0.062162162,0.7
is_located,3,2.3,1138,0.00202109,0.7
more_information,3,2.3,251,0.009163347,0.7
and_leave,3,2.3,2430,0.000946502,0.7
and_go,3,2.3,2430,0.000946502,0.7
in_south,3,2.3,1587,0.001449275,0.7
north_carolina,3,2.3,23,0.1,0.7
be_safe,3,2.3,527,0.004364326,0.7
they_should,3,2.3,340,0.006764706,0.7
just_finished,3,2.3,290,0.007931034,0.7
might_not,3,2.3,40,0.0575,0.466666667
you'd_have,3,2.3,7,0.328571429,0.7
last_day,3,2.3,145,0.015862069,0.7
tonight_is,3,2.3,55,0.041818182,0.7
forget_to,3,2.3,19,0.121052632,0.7
party_for,3,2.3,32,0.071875,0.7
to_end,3,2.3,2827,0.000813583,0.7
support_for,3,2.3,34,0.067647059,0.7
a_difficult,3,2.3,2406,0.000955943,0.7
many_things,3,2.3,98,0.023469388,0.7
subject_of,3,2.3,11,0.209090909,0.7
me_at,3,2.3,337,0.006824926,0.7
his_name,3,2.3,323,0.007120743,0.7
this_post,3,2.3,563,0.004085258,0.7
allowed_to,3,2.3,8,0.2875,0.7
the_full,3,2.3,4856,0.000473641,0.7
was_born,3,2.3,638,0.003605016,0.7
it_didnt,3,2.3,936,0.002457265,0.7
been_released,3,2.3,161,0.014285714,0.7
i_sat,3,2.3,1571,0.001464036,0.7
on_facebook,3,2.3,869,0.00264672,0.7
be_proud,3,2.3,527,0.004364326,0.233333333
oh_i,3,2.3,47,0.04893617,0.7
will_not,3,2.3,318,0.007232704,0.7
you_said,3,2.3,1035,0.002222222,0.7
come_together,3,2.3,83,0.027710843,0.7
leave_it,3,2.3,25,0.092,0.7
lead_in,3,2.3,22,0.104545455,0.466666667
the_race,3,2.3,4856,0.000473641,0.7
in_just,3,2.3,1587,0.001449275,0.7
is_clearly,3,2.3,1138,0.00202109,0.7
their_first,3,2.3,204,0.01127451,0.7
seven_years,3,2.3,11,0.209090909,0.7
years_i,3,2.3,105,0.021904762,0.7
served_as,3,2.3,11,0.209090909,0.466666667
worked_with,3,2.3,17,0.135294118,0.7
glad_to,3,2.3,10,0.23,0.7
home_in,3,2.3,75,0.030666667,0.7
have_my,3,2.3,518,0.004440154,0.7
was_and,3,2.3,638,0.003605016,0.7
and_yes,3,2.3,2430,0.000946502,0.7
win_a,3,2.3,24,0.095833333,0.7
related_news,3,2.3,5,0.46,0.7
to_beat,3,2.3,2827,0.000813583,0.7
play_in,3,2.3,46,0.05,0.7
the_studio,3,2.3,4856,0.000473641,0.7
does_a,3,2.3,61,0.037704918,0.7
have_just,3,2.3,518,0.004440154,0.7
give_up,3,2.3,47,0.04893617,0.7
go_for,3,2.3,127,0.018110236,0.7
a_heart,3,2.3,2406,0.000955943,0.7
food_and,3,2.3,39,0.058974359,0.7
a_surprise,3,2.3,2406,0.000955943,0.7
form_a,3,2.3,13,0.176923077,0.7
follows_the,3,2.3,7,0.328571429,0.7
we_made,3,2.3,453,0.005077263,0.466666667
the_girl,3,2.3,4856,0.000473641,0.7
close_the,3,2.3,23,0.1,0.7
the_bus,3,2.3,4856,0.000473641,0.7
good_night,3,2.3,194,0.01185567,0.7
be_done,3,2.3,527,0.004364326,0.466666667
english_language,3,2.3,8,0.2875,0.7
all_your,3,2.3,340,0.006764706,0.7
of_working,3,2.3,1984,0.001159274,0.7
creating_a,3,2.3,13,0.176923077,0.7
again_in,3,2.3,54,0.042592593,0.466666667
me_this,3,2.3,337,0.006824926,0.7
has_only,3,2.3,245,0.009387755,0.7
here_you,3,2.3,94,0.024468085,0.7
almost_always,3,2.3,28,0.082142857,0.7
most_part,3,2.3,86,0.026744186,0.7
the_glass,3,2.3,4856,0.000473641,0.7
but_to,3,2.3,498,0.004618474,0.7
the_rams,3,2.3,4856,0.000473641,0.7
in_st,3,2.3,1587,0.001449275,0.233333333
can_provide,3,2.3,225,0.010222222,0.7
friend_and,3,2.3,37,0.062162162,0.7
more_and,3,2.3,251,0.009163347,0.7
it_be,3,2.3,936,0.002457265,0.7
it_ain't,3,2.3,936,0.002457265,0.7
you_mean,3,2.3,1035,0.002222222,0.7
nothing_more,3,2.3,41,0.056097561,0.7
that_by,3,2.3,1112,0.002068345,0.7
old_man,3,2.3,28,0.082142857,0.7
back_for,3,2.3,135,0.017037037,0.7
season_for,3,2.3,50,0.046,0.7
talk_of,3,2.3,43,0.053488372,0.7
funny_and,3,2.3,14,0.164285714,0.7
the_kind,3,2.3,4856,0.000473641,0.7
of_thing,3,2.3,1984,0.001159274,0.7
thing_i,3,2.3,64,0.0359375,0.7
got_into,3,2.3,104,0.022115385,0.466666667
the_bill,3,2.3,4856,0.000473641,0.7
who_would,3,2.3,258,0.008914729,0.7
the_education,3,2.3,4856,0.000473641,0.7
the_public,3,2.3,4856,0.000473641,0.7
have_at,3,2.3,518,0.004440154,0.466666667
am_trying,3,2.3,97,0.02371134,0.233333333
guess_that,3,2.3,21,0.10952381,0.466666667
that_while,3,2.3,1112,0.002068345,0.7
live_here,3,2.3,45,0.051111111,0.7
of_wisconsin,3,2.3,1984,0.001159274,0.7
and_found,3,2.3,2430,0.000946502,0.7
phone_number,3,2.3,21,0.10952381,0.7
concerned_that,3,2.3,7,0.328571429,0.7
hit_me,3,2.3,34,0.067647059,0.466666667
in_india,3,2.3,1587,0.001449275,0.7
children_in,3,2.3,33,0.06969697,0.7
need_and,3,2.3,111,0.020720721,0.7
who_else,3,2.3,258,0.008914729,0.7
there_you,3,2.3,227,0.010132159,0.7
i_heard,3,2.3,1571,0.001464036,0.466666667
was_two,3,2.3,638,0.003605016,0.7
haven't_been,3,2.3,20,0.115,0.7
much_about,3,2.3,115,0.02,0.7
thats_good,3,2.3,27,0.085185185,0.7
good_news,3,2.3,194,0.01185567,0.7
right_and,3,2.3,113,0.020353982,0.7
can't_believe,3,2.3,58,0.039655172,0.7
single_day,3,2.3,25,0.092,0.7
the_east,3,2.3,4856,0.000473641,0.7
center_but,3,2.3,32,0.071875,0.7
week_in,3,2.3,73,0.031506849,0.7
a_castle,3,2.3,2406,0.000955943,0.7
in_ireland,3,2.3,1587,0.001449275,0.7
dream_of,3,2.3,15,0.153333333,0.7
home_the,3,2.3,75,0.030666667,0.7
a_black,3,2.3,2406,0.000955943,0.7
to_for,3,2.3,2827,0.000813583,0.7
don't_take,3,2.3,119,0.019327731,0.7
a_running,3,2.3,2406,0.000955943,0.7
running_back,3,2.3,32,0.071875,0.7
do_if,3,2.3,243,0.009465021,0.7
three_months,3,2.3,60,0.038333333,0.7
things_are,3,2.3,83,0.027710843,0.7
going_a,3,2.3,127,0.018110236,0.466666667
a_tad,3,2.3,2406,0.000955943,0.466666667
am_grateful,3,2.3,97,0.02371134,0.466666667
they_come,3,2.3,340,0.006764706,0.7
side_and,3,2.3,24,0.095833333,0.7
and_continue,3,2.3,2430,0.000946502,0.466666667
that's_all,3,2.3,66,0.034848485,0.7
learned_to,3,2.3,14,0.164285714,0.7
but_your,3,2.3,498,0.004618474,0.7
either_the,3,2.3,21,0.10952381,0.7
highly_recommend,3,2.3,7,0.328571429,0.466666667
more_days,3,2.3,251,0.009163347,0.7
then_back,3,2.3,137,0.016788321,0.466666667
you_discover,3,2.3,1035,0.002222222,0.466666667
discover_that,3,2.3,10,0.23,0.7
assigned_to,3,2.3,3,0.766666667,0.7
many_as,3,2.3,98,0.023469388,0.7
to_earn,3,2.3,2827,0.000813583,0.7
a_plan,3,2.3,2406,0.000955943,0.7
night_of,3,2.3,77,0.02987013,0.7
the_financial,3,2.3,4856,0.000473641,0.7
i'm_hungry,3,2.3,165,0.013939394,0.7
are_packed,3,2.3,531,0.00433145,0.7
unique_and,3,2.3,11,0.209090909,0.7
are_fantastic,3,2.3,531,0.00433145,0.7
the_result,3,2.3,4856,0.000473641,0.7
speaking_to,3,2.3,8,0.2875,0.466666667
felt_that,3,2.3,18,0.127777778,0.7
your_children,3,2.3,346,0.006647399,0.7
are_just,3,2.3,531,0.00433145,0.7
get_through,3,2.3,202,0.011386139,0.7
the_feeling,3,2.3,4856,0.000473641,0.466666667
with_three,3,2.3,735,0.003129252,0.7
three_children,3,2.3,60,0.038333333,0.7
and_under,3,2.3,2430,0.000946502,0.7
told_you,3,2.3,43,0.053488372,0.7
the_post,3,2.3,4856,0.000473641,0.7
i_meant,3,2.3,1571,0.001464036,0.7
see_me,3,2.3,129,0.017829457,0.7
do_u,3,2.3,243,0.009465021,0.7
bring_your,3,2.3,20,0.115,0.7
i_start,3,2.3,1571,0.001464036,0.7
on_why,3,2.3,869,0.00264672,0.7
high_schools,3,2.3,51,0.045098039,0.7
have_lost,3,2.3,518,0.004440154,0.7
hundreds_of,3,2.3,5,0.46,0.7
students_in,3,2.3,34,0.067647059,0.7
added_that,3,2.3,14,0.164285714,0.7
he_likes,3,2.3,503,0.004572565,0.466666667
working_at,3,2.3,45,0.051111111,0.7
being_in,3,2.3,98,0.023469388,0.7
appears_on,3,2.3,11,0.209090909,0.466666667
a_reminder,3,2.3,2406,0.000955943,0.7
has_had,3,2.3,245,0.009387755,0.7
last_weeks,3,2.3,145,0.015862069,0.7
the_days,3,2.3,4856,0.000473641,0.7
her_in,3,2.3,216,0.010648148,0.7
home_of,3,2.3,75,0.030666667,0.7
flight_to,3,2.3,12,0.191666667,0.7
the_hospital,3,2.3,4856,0.000473641,0.7
the_nuggets,3,2.3,4856,0.000473641,0.7
im_on,3,2.3,60,0.038333333,0.7
love_all,3,2.3,146,0.015753425,0.7
or_whatever,3,2.3,294,0.007823129,0.7
what's_going,3,2.3,30,0.076666667,0.233333333
and_roll,3,2.3,2430,0.000946502,0.466666667
happy_mothers,3,2.3,77,0.02987013,0.233333333
mothers_day,3,2.3,3,0.766666667,0.7
will_always,3,2.3,318,0.007232704,0.7
online_and,3,2.3,17,0.135294118,0.7
in_october,3,2.3,1587,0.001449275,0.7
the_center,3,2.3,4856,0.000473641,0.7
when_his,3,2.3,271,0.008487085,0.7
also_to,3,2.3,145,0.015862069,0.7
that_at,3,2.3,1112,0.002068345,0.466666667
issues_that,3,2.3,23,0.1,0.7
news_for,3,2.3,39,0.058974359,0.7
who_like,3,2.3,258,0.008914729,0.7
sale_of,3,2.3,13,0.176923077,0.466666667
saying_it,3,2.3,23,0.1,0.7
we_weren't,3,2.3,453,0.005077263,0.7
monday_night,3,2.3,28,0.082142857,0.7
your_soul,3,2.3,346,0.006647399,0.7
in_response,3,2.3,1587,0.001449275,0.466666667
response_to,3,2.3,9,0.255555556,0.466666667
the_possibility,3,2.3,4856,0.000473641,0.466666667
this_on,3,2.3,563,0.004085258,0.7
science_and,3,2.3,9,0.255555556,0.7
have_your,3,2.3,518,0.004440154,0.7
in_phoenix,3,2.3,1587,0.001449275,0.7
street_and,3,2.3,29,0.079310345,0.7
facility_in,3,2.3,8,0.2875,0.7
edge_of,3,2.3,8,0.2875,0.466666667
gets_a,3,2.3,22,0.104545455,0.7
she_went,3,2.3,229,0.010043668,0.7
on_friday,3,2.3,869,0.00264672,0.7
she_couldn't,3,2.3,229,0.010043668,0.7
efforts_to,3,2.3,7,0.328571429,0.7
to_improve,3,2.3,2827,0.000813583,0.7
have_seen,3,2.3,518,0.004440154,0.7
better_the,3,2.3,51,0.045098039,0.7
turns_out,3,2.3,7,0.328571429,0.7
rock_star,3,2.3,15,0.153333333,0.7
reason_i,3,2.3,28,0.082142857,0.7
the_magazine,3,2.3,4856,0.000473641,0.7
was_trying,3,2.3,638,0.003605016,0.233333333
it_into,3,2.3,936,0.002457265,0.7
today_for,3,2.3,100,0.023,0.7
stopped_by,3,2.3,7,0.328571429,0.7
getting_ready,3,2.3,51,0.045098039,0.466666667
year_so,3,2.3,125,0.0184,0.7
called_a,3,2.3,34,0.067647059,0.7
not_want,3,2.3,455,0.005054945,0.466666667
life_skills,3,2.3,97,0.02371134,0.7
the_principal,3,2.3,4856,0.000473641,0.7
about_life,3,2.3,351,0.006552707,0.7
i_asked,3,2.3,1571,0.001464036,0.7
the_meeting,3,2.3,4856,0.000473641,0.7
is_currently,3,2.3,1138,0.00202109,0.7
add_a,3,2.3,14,0.164285714,0.7
only_for,3,2.3,151,0.015231788,0.466666667
and_includes,3,2.3,2430,0.000946502,0.7
only_about,3,2.3,151,0.015231788,0.7
about_percent,3,2.3,351,0.006552707,0.466666667
ahead_of,3,2.3,10,0.23,0.7
april_and,3,2.3,27,0.085185185,0.7
oh_and,3,2.3,47,0.04893617,0.7
help_you,3,2.3,61,0.037704918,0.7
is_of,3,2.3,1138,0.00202109,0.7
is_something,3,2.3,1138,0.00202109,0.7
fans_of,3,2.3,19,0.121052632,0.7
that_have,3,2.3,1112,0.002068345,0.7
been_there,3,2.3,161,0.014285714,0.7
to_rock,3,2.3,2827,0.000813583,0.7
to_anyone,3,2.3,2827,0.000813583,0.7
anyone_who,3,2.3,34,0.067647059,0.7
time_it,3,2.3,212,0.010849057,0.7
is_happy,3,2.3,1138,0.00202109,0.7
these_days,3,2.3,76,0.030263158,0.7
the_experience,3,2.3,4856,0.000473641,0.7
so_it's,3,2.3,387,0.005943152,0.7
some_point,3,2.3,212,0.010849057,0.7
come_in,3,2.3,83,0.027710843,0.7
the_bar,3,2.3,4856,0.000473641,0.7
my_dad,3,2.3,497,0.004627767,0.7
minutes_to,3,2.3,38,0.060526316,0.7
it_when,3,2.3,936,0.002457265,0.7
when_there,3,2.3,271,0.008487085,0.466666667
do_more,3,2.3,243,0.009465021,0.7
hard_on,3,2.3,31,0.074193548,0.7
on_those,3,2.3,869,0.00264672,0.7
it_appears,3,2.3,936,0.002457265,0.7
the_november,3,2.3,4856,0.000473641,0.7
book_i,3,2.3,37,0.062162162,0.466666667
trust_me,3,2.3,12,0.191666667,0.7
me_there,3,2.3,337,0.006824926,0.466666667
was_pretty,3,2.3,638,0.003605016,0.7
did_i,3,2.3,110,0.020909091,0.7
late_to,3,2.3,30,0.076666667,0.7
event_in,3,2.3,20,0.115,0.7
go_and,3,2.3,127,0.018110236,0.7
cannot_be,3,2.3,11,0.209090909,0.7
also_had,3,2.3,145,0.015862069,0.233333333
more_the,3,2.3,251,0.009163347,0.7
the_nature,3,2.3,4856,0.000473641,0.466666667
comes_out,3,2.3,34,0.067647059,0.7
is_expected,3,2.3,1138,0.00202109,0.233333333
