"word","count","leftover_prob","estimate","beta"
"succeeds",1,0.7,0.00000984,0.99757063
"fussed",1,0.7,0.00000984,0.97606811
"pampered",1,0.7,0.00000984,0.99819061
"tacoma",1,0.7,0.00000984,0.99983406
"sushi",1,0.7,0.00000984,0.99663574
"schmancy",1,0.7,0.00000984,0.99991278
"tugging",1,0.7,0.00000984,0.97606811
"adjusting",1,0.7,0.00000984,0.97606811
"fussing",1,0.7,0.00000984,0.99881059
"tattoo",1,0.7,0.00000984,0.98979627
"atmosphere",1,0.7,0.00000984,0.98045719
"roddey",1,0.7,0.00000984,0.9974427
"slew",1,0.7,0.00000984,0.98045719
"appointments",1,0.7,0.00000984,0.97606811
"sworn",1,0.7,0.00000984,0.99991278
"lineman",1,0.7,0.00000984,0.99987342
"hargrove",1,0.7,0.00000984,0.9974427
"ex-defensive",1,0.7,0.00000984,0.99996199
"vitt",1,0.7,0.00000984,0.97216125
"bounties",1,0.7,0.00000984,0.99142987
"favre",1,0.7,0.00000984,0.99708842
"pressuring",1,0.7,0.00000984,0.99964708
"christoph",1,0.7,0.00000984,0.99997183
"steegmans",1,0.7,0.00000984,0.99675383
"vernors",1,0.7,0.00000984,0.9997258
"saginaw",1,0.7,0.00000984,0.99997183
"pontiac",1,0.7,0.00000984,0.99503166
"star-ledger",1,0.7,0.00000984,0.99993247
"guenther",1,0.7,0.00000984,0.99675383
"gentle",1,0.7,0.00000984,0.99996199
"denby",1,0.7,0.00000984,0.99964708
"streetlights",1,0.7,0.00000984,0.99142987
"indicative",1,0.7,0.00000984,0.98045719
"humanities",1,0.7,0.00000984,0.97606811
"graduates",1,0.7,0.00000984,0.98436405
"jobless",1,0.7,0.00000984,0.99914519
"condemning",1,0.7,0.00000984,0.99995215
"rigorous",1,0.7,0.00000984,0.99988326
"makatura",1,0.7,0.00000984,0.99991278
"reviewed",1,0.7,0.00000984,0.99712779
"fascinating",1,0.7,0.00000984,0.9997258
"crashers",1,0.7,0.00000984,0.9996766
"homeowner's",1,0.7,0.00000984,0.99994231
"50mph",1,0.7,0.00000984,0.99142987
"robbery",1,0.7,0.00000984,0.99617321
"fraaann",1,0.7,0.00000984,0.99952899
"designs",1,0.7,0.00000984,0.99899757
"vg",1,0.7,0.00000984,0.99759031
"stops",1,0.7,0.00000984,0.95219392
"hurdle",1,0.7,0.00000984,0.99995215
"brightstar's",1,0.7,0.00000984,0.99949946
"nurses",1,0.7,0.00000984,0.97216125
"at-home",1,0.7,0.00000984,0.99977501
"wages",1,0.7,0.00000984,0.99973565
"brightstar",1,0.7,0.00000984,0.99851537
"annotation",1,0.7,0.00000984,0.98903851
"ranged",1,0.7,0.00000984,0.98436405
"employer's",1,0.7,0.00000984,0.99997183
"voicemail",1,0.7,0.00000984,0.98878265
"kobe's",1,0.7,0.00000984,0.99993247
"atrocity",1,0.7,0.00000984,0.98045719
"public-private",1,0.7,0.00000984,0.99996199
"detriment",1,0.7,0.00000984,0.97216125
"ingrained",1,0.7,0.00000984,0.98436405
"takeover",1,0.7,0.00000984,0.98045719
"www.infowars.com",1,0.7,0.00000984,0.99997183
"agenda-21-alert-public-private-partnerships",1,0.7,0.00000984,0.95219392
"31st",1,0.7,0.00000984,0.99997183
"32nd",1,0.7,0.00000984,0.97606811
"33rd",1,0.7,0.00000984,0.95219392
"shangri-la",1,0.7,0.00000984,0.9998931
"34th",1,0.7,0.00000984,0.97216125
"53rd",1,0.7,0.00000984,0.97216125
"observatory",1,0.7,0.00000984,0.99610433
"68th",1,0.7,0.00000984,0.97216125
"72nd",1,0.7,0.00000984,0.99982421
"spire",1,0.7,0.00000984,0.99996199
"whooping",1,0.7,0.00000984,0.99997183
"#oprah",1,0.7,0.00000984,0.99785602
"pours",1,0.7,0.00000984,0.99720652
"workbenches",1,0.7,0.00000984,0.99997183
"stools",1,0.7,0.00000984,0.97606811
"construct",1,0.7,0.00000984,0.99997183
"benches",1,0.7,0.00000984,0.98436405
"hallways",1,0.7,0.00000984,0.99996199
"sesh's",1,0.7,0.00000984,0.99899757
"ganna",1,0.7,0.00000984,0.99995215
"addison",1,0.7,0.00000984,0.99785602
"complication",1,0.7,0.00000984,0.98436405
"ruins",1,0.7,0.00000984,0.99966676
"conor",1,0.7,0.00000984,0.99997183
"ahhhhh",1,0.7,0.00000984,0.99987342
"anyways",1,0.7,0.00000984,0.99916487
"glories",1,0.7,0.00000984,0.99488405
"ripening",1,0.7,0.00000984,0.99974549
"flavorful",1,0.7,0.00000984,0.99991278
"hott",1,0.7,0.00000984,0.99993247
"billboard's",1,0.7,0.00000984,0.9996766
"alpocalypse",1,0.7,0.00000984,0.95219392
"yankovic",1,0.7,0.00000984,0.99274856
"parodying",1,0.7,0.00000984,0.99996199
"four-week",1,0.7,0.00000984,0.9998439
"volatile",1,0.7,0.00000984,0.99996199
"lowest",1,0.7,0.00000984,0.99935185
"bard's",1,0.7,0.00000984,0.99979469
"7th",1,0.7,0.00000984,0.99994231
"virtual",1,0.7,0.00000984,0.99979469
"victimization",1,0.7,0.00000984,0.99712779
"malicious",1,0.7,0.00000984,0.99981437
"activity",1,0.7,0.00000984,0.99952899
"phishing",1,0.7,0.00000984,0.99997183
"scams",1,0.7,0.00000984,0.99991278
"normality",1,0.7,0.00000984,0.99757063
"back-to-school",1,0.7,0.00000984,0.99990294
"immature",1,0.7,0.00000984,0.99851537
"screens",1,0.7,0.00000984,0.99406725
"neapolitan",1,0.7,0.00000984,0.99995215
"alliance",1,0.7,0.00000984,0.99274856
"lankan",1,0.7,0.00000984,0.99997183
"cricket",1,0.7,0.00000984,0.99970612
"paola",1,0.7,0.00000984,0.99997183
"randi",1,0.7,0.00000984,0.99685224
"aggressor",1,0.7,0.00000984,0.99503166
"warriors",1,0.7,0.00000984,0.99988326
"reacting",1,0.7,0.00000984,0.97216125
"publicity",1,0.7,0.00000984,0.99901725
"fighters",1,0.7,0.00000984,0.98436405
"empowerment",1,0.7,0.00000984,0.99993247
"sanctifying",1,0.7,0.00000984,0.99993247
"emphasis",1,0.7,0.00000984,0.98045719
"advise",1,0.7,0.00000984,0.98979627
"edification",1,0.7,0.00000984,0.97606811
"rowash",1,0.7,0.00000984,0.97216125
"inquiry",1,0.7,0.00000984,0.99652749
"breach",1,0.7,0.00000984,0.98045719
"tenants",1,0.7,0.00000984,0.97216125
"lease",1,0.7,0.00000984,0.98878265
"curfew",1,0.7,0.00000984,0.97606811
"vandalism",1,0.7,0.00000984,0.97216125
"employee's",1,0.7,0.00000984,0.99983406
"withholding",1,0.7,0.00000984,0.9998931
"peeps",1,0.7,0.00000984,0.99975533
"ariz",1,0.7,0.00000984,0.99977501
"otis",1,0.7,0.00000984,0.99996199
"vocalist",1,0.7,0.00000984,0.99897789
"overcomes",1,0.7,0.00000984,0.95219392
"jimi",1,0.7,0.00000984,0.99997183
"hendrix",1,0.7,0.00000984,0.99800364
"recs",1,0.7,0.00000984,0.99954867
"ovation",1,0.7,0.00000984,0.98452151
"baths",1,0.7,0.00000984,0.99920423
"fischell",1,0.7,0.00000984,0.99675383
"angelmed",1,0.7,0.00000984,0.98878265
"middle-class",1,0.7,0.00000984,0.99873187
"wreck-less",1,0.7,0.00000984,0.99996199
"abandoning",1,0.7,0.00000984,0.99991278
"breakups",1,0.7,0.00000984,0.99966676
"65-yard",1,0.7,0.00000984,0.99997183
"fumble",1,0.7,0.00000984,0.99988326
"lockdown",1,0.7,0.00000984,0.98923533
"brenner",1,0.7,0.00000984,0.99675383
"junk",1,0.7,0.00000984,0.99976517
"cart",1,0.7,0.00000984,0.99851537
"chippy",1,0.7,0.00000984,0.99993247
"#samily",1,0.7,0.00000984,0.99874171
"#ehs",1,0.7,0.00000984,0.99974549
"cf",1,0.7,0.00000984,0.99370313
"humbling",1,0.7,0.00000984,0.99899757
"squat",1,0.7,0.00000984,0.99996199
"jerks",1,0.7,0.00000984,0.99508087
"cautionary",1,0.7,0.00000984,0.99980453
"faiths",1,0.7,0.00000984,0.99930264
"appealed",1,0.7,0.00000984,0.97216125
"conservatives",1,0.7,0.00000984,0.97216125
"#makethestage",1,0.7,0.00000984,0.99997183
"@internetweek",1,0.7,0.00000984,0.99817093
"j.mp",1,0.283333333333333,0.00000984,0.93089806
"i0hhxn",1,0.7,0.00000984,0.9944412
"amateur",1,0.7,0.00000984,0.99994231
"thesame",1,0.7,0.00000984,0.99992262
"womans",1,0.7,0.00000984,0.99910582
"memphis",1,0.7,0.00000984,0.99996199
"spiritual",1,0.7,0.00000984,0.9990271
"frontier",1,0.7,0.00000984,0.99992262
"macey",1,0.7,0.00000984,0.99997183
"elston",1,0.7,0.00000984,0.99980453
"transaction",1,0.7,0.00000984,0.97606811
"penny",1,0.7,0.00000984,0.9998439
"receipt",1,0.7,0.00000984,0.9992436
"olde",1,0.7,0.00000984,0.99994231
"waier",1,0.7,0.00000984,0.99508087
"thou",1,0.7,0.00000984,0.99996199
"unto",1,0.7,0.00000984,0.99980453
"goonies",1,0.7,0.00000984,0.99732461
"anton",1,0.7,0.00000984,0.99997183
"bruckner",1,0.7,0.00000984,0.99957819
"dissapointment",1,0.7,0.00000984,0.99991278
"mankind",1,0.7,0.00000984,0.99917471
"civilization",1,0.7,0.00000984,0.99987342
"breakout",1,0.7,0.00000984,0.99948962
"thome",1,0.7,0.00000984,0.99503166
"on-base",1,0.7,0.00000984,0.99991278
"slugging",1,0.7,0.00000984,0.99991278
"#asksarah",1,0.7,0.00000984,0.99997183
"#brewers",1,0.7,0.00000984,0.99997183
"#cardinals",1,0.7,0.00000984,0.99997183
"#postseason",1,0.7,0.00000984,0.99926328
"explodes",1,0.7,0.00000984,0.99987342
"quirk",1,0.7,0.00000984,0.99708842
"twist",1,0.7,0.00000984,0.99732461
"entry-level",1,0.7,0.00000984,0.99990294
"fearsome",1,0.7,0.00000984,0.98903851
"scariest",1,0.7,0.00000984,0.99980453
"adoption",1,0.7,0.00000984,0.99986358
"wonderstruck",1,0.7,0.00000984,0.99610433
"stalker",1,0.7,0.00000984,0.9998931
"deli",1,0.7,0.00000984,0.99077052
"popeyes",1,0.7,0.00000984,0.99983406
"allardyce",1,0.7,0.00000984,0.97606811
"pulis",1,0.7,0.00000984,0.99475611
"unpredictability",1,0.7,0.00000984,0.98436405
"bursts",1,0.7,0.00000984,0.98045719
"input",1,0.7,0.00000984,0.99917471
"strategies",1,0.7,0.00000984,0.99957819
"rote",1,0.7,0.00000984,0.99503166
"uninspiring",1,0.7,0.00000984,0.99508087
"moan",1,0.7,0.00000984,0.99652749
"mcadams",1,0.7,0.00000984,0.98923533
"allie",1,0.7,0.00000984,0.98436405
"fixated",1,0.7,0.00000984,0.98923533
"everyones",1,0.7,0.00000984,0.9997258
"forecasting",1,0.7,0.00000984,0.99982421
"tlm",1,0.7,0.00000984,0.99995215
"strongly",1,0.7,0.00000984,0.98452151
"sceptical",1,0.7,0.00000984,0.99652749
"pujols",1,0.7,0.00000984,0.99508087
"sheila",1,0.7,0.00000984,0.99995215
"jersey's",1,0.7,0.00000984,0.99883028
"swearing-in",1,0.7,0.00000984,0.99994231
"statehouse",1,0.7,0.00000984,0.99997183
"velociraptors",1,0.7,0.00000984,0.99475611
"intend",1,0.7,0.00000984,0.97216125
"intending",1,0.7,0.00000984,0.99993247
"bingham",1,0.7,0.00000984,0.99997183
"larrybingham@news.oregonian.com",1,0.7,0.00000984,0.99406725
"jackets",1,0.7,0.00000984,0.98436405
"bevy",1,0.7,0.00000984,0.98045719
"slacks",1,0.7,0.00000984,0.99994231
"vividly",1,0.7,0.00000984,0.99995215
"zone.very",1,0.7,0.00000984,0.99996199
"#hire",1,0.7,0.00000984,0.99887948
"#content",1,0.7,0.00000984,0.99997183
"#writing",1,0.7,0.00000984,0.9997258
"#services",1,0.7,0.00000984,0.99617321
"#brand",1,0.7,0.00000984,0.99873187
"kanye",1,0.7,0.00000984,0.97606811
"z",1,0.7,0.00000984,0.99909598
"#listofturnoffs",1,0.7,0.00000984,0.99731477
"alot",1,0.7,0.00000984,0.99920423
"5am",1,0.7,0.00000984,0.99941089
"geek-chic",1,0.7,0.00000984,0.9998931
"az",1,0.7,0.00000984,0.99997183
"ckc",1,0.7,0.00000984,0.99992262
"constructing",1,0.7,0.00000984,0.99986358
"antonio",1,0.7,0.00000984,0.99994231
"tour-ians",1,0.7,0.00000984,0.9763043
"check-in",1,0.7,0.00000984,0.99142987
"sportacular",1,0.7,0.00000984,0.99996199
"#predators",1,0.7,0.00000984,0.99939121
"willis",1,0.7,0.00000984,0.99675383
"dreaded",1,0.7,0.00000984,0.99947978
"fascinated",1,0.7,0.00000984,0.99712779
"general's",1,0.7,0.00000984,0.9996274
"constitute",1,0.7,0.00000984,0.99996199
"twitters",1,0.7,0.00000984,0.99935185
"toledo",1,0.7,0.00000984,0.99982421
"polishes",1,0.7,0.00000984,0.99969628
"swatched",1,0.7,0.00000984,0.97606811
"glitters",1,0.7,0.00000984,0.99776745
"photograph",1,0.7,0.00000984,0.99874171
"nightmare",1,0.7,0.00000984,0.99142987
"knack",1,0.7,0.00000984,0.98923533
"awful",1,0.7,0.00000984,0.99996199
"truthful",1,0.7,0.00000984,0.99835791
"3am",1,0.7,0.00000984,0.99663574
"blaq",1,0.7,0.00000984,0.99997183
"attire",1,0.7,0.00000984,0.99731477
"invent",1,0.7,0.00000984,0.9763043
"ttc",1,0.7,0.00000984,0.99935185
"apologies",1,0.7,0.00000984,0.98923533
"glass-half-full",1,0.7,0.00000984,0.99991278
"rejection",1,0.7,0.00000984,0.99776745
"sporadically",1,0.7,0.00000984,0.99508087
"dunno",1,0.7,0.00000984,0.95219392
"downside",1,0.7,0.00000984,0.98045719
"napa",1,0.7,0.00000984,0.98878265
"collars",1,0.7,0.00000984,0.99475611
"stuntin",1,0.7,0.00000984,0.99757063
"amran",1,0.7,0.00000984,0.99997183
"pasha",1,0.7,0.00000984,0.99675383
"circumvent",1,0.7,0.00000984,0.95219392
"watchu",1,0.7,0.00000984,0.99995215
"prix",1,0.7,0.00000984,0.99969628
"downforce",1,0.7,0.00000984,0.99994231
"composed",1,0.7,0.00000984,0.98045719
"dillon",1,0.7,0.00000984,0.99713763
"contractor",1,0.7,0.00000984,0.97606811
"constellation",1,0.7,0.00000984,0.99983406
"executives",1,0.7,0.00000984,0.99996199
"reck",1,0.7,0.00000984,0.95219392
"lb",1,0.7,0.00000984,0.99994231
"aviv",1,0.7,0.00000984,0.97606811
"va",1,0.7,0.00000984,0.99973565
"lynch",1,0.7,0.00000984,0.99973565
"misleading",1,0.7,0.00000984,0.99995215
"conductors",1,0.7,0.00000984,0.99835791
"salsa",1,0.7,0.00000984,0.99800364
"loutit",1,0.7,0.00000984,0.99990294
"artwalk",1,0.7,0.00000984,0.99993247
"www.ghartwalk.com",1,0.7,0.00000984,0.98452151
"bicone",1,0.7,0.00000984,0.99920423
"five-petal",1,0.7,0.00000984,0.99980453
"semi-circle",1,0.7,0.00000984,0.97606811
"focal",1,0.7,0.00000984,0.99708842
"semi-circles",1,0.7,0.00000984,0.99985374
"scalloped",1,0.7,0.00000984,0.99980453
"#youknowyouratchetwhen",1,0.7,0.00000984,0.98979627
"fry",1,0.7,0.00000984,0.99732461
"instinctively",1,0.7,0.00000984,0.99893853
"ing",1,0.7,0.00000984,0.99873187
"glove",1,0.7,0.00000984,0.99663574
"seans",1,0.7,0.00000984,0.99997183
"jubilation",1,0.7,0.00000984,0.99406725
"clueless",1,0.7,0.00000984,0.99370313
"aj",1,0.7,0.00000984,0.99996199
"kthnx",1,0.7,0.00000984,0.99951914
"ottawa",1,0.7,0.00000984,0.99981437
"doze",1,0.7,0.00000984,0.99713763
"abington",1,0.7,0.00000984,0.9992436
"treadmill",1,0.7,0.00000984,0.99713763
"elliptical",1,0.7,0.00000984,0.99994231
"surfing",1,0.7,0.00000984,0.97606811
"stretches",1,0.7,0.00000984,0.97606811
"poses",1,0.7,0.00000984,0.99997183
"lauc'ers",1,0.7,0.00000984,0.99475611
"serpentine",1,0.7,0.00000984,0.99997183
"flowing",1,0.7,0.00000984,0.99997183
"hips",1,0.7,0.00000984,0.9998439
"popped",1,0.7,0.00000984,0.99701954
"kick-off",1,0.7,0.00000984,0.99995215
"s.b",1,0.4,0.00000984,0.99847601
"diego's",1,0.7,0.00000984,0.99976517
"preschool",1,0.7,0.00000984,0.97216125
"tab",1,0.7,0.00000984,0.99997183
"preliminary",1,0.7,0.00000984,0.99993247
"a-hole",1,0.7,0.00000984,0.99899757
"misrepresented",1,0.7,0.00000984,0.95219392
"cntrcepn",1,0.7,0.00000984,0.99979469
"mani",1,0.7,0.00000984,0.99997183
"pedi",1,0.7,0.00000984,0.98878265
"marsden",1,0.7,0.00000984,0.99757063
"paypal",1,0.7,0.00000984,0.98878265
"karpas",1,0.7,0.00000984,0.99975533
"engagement",1,0.7,0.00000984,0.99955851
"mashable",1,0.7,0.00000984,0.95219392
"blurring",1,0.7,0.00000984,0.98923533
"additions",1,0.7,0.00000984,0.95219392
"vere",1,0.7,0.00000984,0.99915503
"hougang",1,0.7,0.00000984,0.99983406
"exerting",1,0.7,0.00000984,0.99994231
"hsien",1,0.7,0.00000984,0.99997183
"loong",1,0.7,0.00000984,0.97216125
"by-election",1,0.7,0.00000984,0.99970612
"wp",1,0.7,0.00000984,0.99985374
"collinsville",1,0.7,0.00000984,0.99966676
"hollwood",1,0.7,0.00000984,0.99935185
"wikileaks",1,0.7,0.00000984,0.99991278
"cockpit",1,0.7,0.00000984,0.99983406
"apache",1,0.7,0.00000984,0.99996199
"civilians",1,0.7,0.00000984,0.99971596
"civilian",1,0.7,0.00000984,0.99993247
"accidental",1,0.7,0.00000984,0.99993247
"antinucci",1,0.7,0.00000984,0.9974427
"circumstances",1,0.7,0.00000984,0.99931248
"berdych",1,0.7,0.00000984,0.99997183
"gilles",1,0.7,0.00000984,0.99993247
"juan",1,0.7,0.00000984,0.9998931
"potro",1,0.7,0.00000984,0.99997183
"gael",1,0.7,0.00000984,0.99997183
"monfils",1,0.7,0.00000984,0.99992262
"gasquet",1,0.7,0.00000984,0.97606811
"fernando",1,0.7,0.00000984,0.99997183
"verdasco",1,0.7,0.00000984,0.99663574
"millie",1,0.7,0.00000984,0.99930264
"#sadtweet",1,0.7,0.00000984,0.99965692
"kong",1,0.7,0.00000984,0.99652749
"yrs",1,0.7,0.00000984,0.99971596
"ambassadors",1,0.7,0.00000984,0.99475611
"barney",1,0.7,0.00000984,0.99995215
"miro",1,0.7,0.00000984,0.99997183
"bellini",1,0.7,0.00000984,0.99610433
"must-hang-out",1,0.7,0.00000984,0.9997258
"deluxe",1,0.7,0.00000984,0.97606811
"delmont",1,0.7,0.00000984,0.97606811
"onlookers",1,0.7,0.00000984,0.97606811
"drawbacks",1,0.7,0.00000984,0.99991278
"8-gigabyte",1,0.7,0.00000984,0.99990294
"gigabytes",1,0.7,0.00000984,0.98045719
"pose",1,0.7,0.00000984,0.99274856
"ifbb",1,0.7,0.00000984,0.99992262
"reville",1,0.7,0.00000984,0.99997183
"progression",1,0.7,0.00000984,0.97606811
"self-identified",1,0.7,0.00000984,0.99991278
"supervisor",1,0.7,0.00000984,0.98923533
"#mytype",1,0.7,0.00000984,0.99926328
"freshly-sprung-from-prison",1,0.7,0.00000984,0.99996199
"underworld",1,0.7,0.00000984,0.99986358
"depreciated",1,0.7,0.00000984,0.99513991
"reflected",1,0.7,0.00000984,0.98436405
"chauffeuring",1,0.7,0.00000984,0.99713763
"upscale",1,0.7,0.00000984,0.99997183
"hooker",1,0.7,0.00000984,0.99997183
"cathy",1,0.7,0.00000984,0.99996199
"drivee",1,0.7,0.00000984,0.99993247
"pre-internet",1,0.7,0.00000984,0.99993247
"porn",1,0.7,0.00000984,0.99973565
"vhs",1,0.7,0.00000984,0.99996199
"effortlessly",1,0.7,0.00000984,0.99997183
"glides",1,0.7,0.00000984,0.99610433
"depressing",1,0.7,0.00000984,0.99274856
"caine",1,0.7,0.00000984,0.99513991
"deceptively",1,0.7,0.00000984,0.99997183
"charming",1,0.7,0.00000984,0.99996199
"nominated",1,0.7,0.00000984,0.98923533
"alfredo",1,0.7,0.00000984,0.99997183
"aceves",1,0.7,0.00000984,0.97606811
"melancon",1,0.7,0.00000984,0.99475611
"sinners",1,0.7,0.00000984,0.99987342
"wickedness",1,0.7,0.00000984,0.98045719
"unrighteousness",1,0.7,0.00000984,0.99978485
"chewing",1,0.7,0.00000984,0.99142987
"stovetop",1,0.7,0.00000984,0.99969628
"pam",1,0.7,0.00000984,0.97606811
"flipping",1,0.7,0.00000984,0.99954867
"colombia",1,0.7,0.00000984,0.99983406
"grass-fed",1,0.7,0.00000984,0.99993247
"liver",1,0.7,0.00000984,0.99610433
"nutrition",1,0.7,0.00000984,0.99996199
"cs",1,0.7,0.00000984,0.97606811
"needa",1,0.7,0.00000984,0.99799379
"#thingsinmylifethatarepriceless",1,0.7,0.00000984,0.95219392
"shocking",1,0.7,0.00000984,0.99995215
"m-f",1,0.7,0.00000984,0.99775761
"dems",1,0.7,0.00000984,0.99997183
"plural",1,0.7,0.00000984,0.99897789
"mccain-feingold",1,0.7,0.00000984,0.99370313
"touted",1,0.7,0.00000984,0.99712779
"bipartisan",1,0.7,0.00000984,0.99508087
"wyden-ryan",1,0.7,0.00000984,0.98878265
"kappa",1,0.7,0.00000984,0.99997183
"sig",1,0.7,0.00000984,0.99978485
"tuck",1,0.7,0.00000984,0.99666526
"byass",1,0.7,0.00000984,0.99953883
"tio",1,0.7,0.00000984,0.99997183
"pepe",1,0.7,0.00000984,0.99996199
"deserves",1,0.7,0.00000984,0.99803316
"delivers",1,0.7,0.00000984,0.99980453
"robust",1,0.7,0.00000984,0.99995215
"tremendous",1,0.7,0.00000984,0.99997183
"clarity",1,0.7,0.00000984,0.97606811
"freshness",1,0.7,0.00000984,0.97216125
"driftwood",1,0.7,0.00000984,0.99997183
"hazelnut",1,0.7,0.00000984,0.99991278
"nori",1,0.7,0.00000984,0.99997183
"mulled",1,0.7,0.00000984,0.99997183
"citrus",1,0.7,0.00000984,0.99995215
"chalky",1,0.7,0.00000984,0.99990294
"bonus",1,0.7,0.00000984,0.99935185
"importer",1,0.7,0.00000984,0.99973565
"fulton",1,0.7,0.00000984,0.99949946
"teamtish.blogspot.com",1,0.7,0.00000984,0.99997183
"fulton-business-improvement-district.html",1,0.7,0.00000984,0.99996199
"testimonial",1,0.7,0.00000984,0.98903851
"wizard",1,0.7,0.00000984,0.99816109
"convention",1,0.7,0.00000984,0.95219392
"marshmallow",1,0.7,0.00000984,0.99937153
"riders",1,0.7,0.00000984,0.99997183
"gearing",1,0.7,0.00000984,0.99701954
"monaco",1,0.7,0.00000984,0.99675383
"matchup",1,0.7,0.00000984,0.99926328
"guesswork",1,0.7,0.00000984,0.99990294
"dictatorships",1,0.7,0.00000984,0.98878265
"blatant",1,0.7,0.00000984,0.98436405
"fidel",1,0.7,0.00000984,0.99997183
"castro",1,0.7,0.00000984,0.99513991
"audrey",1,0.7,0.00000984,0.99997183
"margaret",1,0.7,0.00000984,0.99997183
"cardillo",1,0.7,0.00000984,0.99996199
"denos",1,0.7,0.00000984,0.99997183
"harpercollins",1,0.7,0.00000984,0.99988326
"bull-shit",1,0.7,0.00000984,0.99933217
"partnering",1,0.7,0.00000984,0.97606811
"possessiveness",1,0.7,0.00000984,0.99873187
"restriction",1,0.7,0.00000984,0.98045719
"restricting",1,0.7,0.00000984,0.95219392
"projecting",1,0.7,0.00000984,0.99819061
"archivist",1,0.7,0.00000984,0.99948962
"den",1,0.7,0.00000984,0.97606811
"tactic",1,0.7,0.00000984,0.99976517
"eddie",1,0.7,0.00000984,0.9998931
"pickup",1,0.7,0.00000984,0.99685224
"tint",1,0.7,0.00000984,0.9998931
"carbo-load",1,0.7,0.00000984,0.9998931
"replenish",1,0.7,0.00000984,0.99974549
"carbohydrate",1,0.7,0.00000984,0.99996199
"ideally",1,0.7,0.00000984,0.99980453
"30minutes",1,0.7,0.00000984,0.98045719
"completion",1,0.7,0.00000984,0.99997183
"westgate",1,0.7,0.00000984,0.98923533
"celebratin",1,0.7,0.00000984,0.99712779
"#chichat",1,0.7,0.00000984,0.99996199
"chirish",1,0.7,0.00000984,0.99987342
"mason-style",1,0.7,0.00000984,0.99997183
"dump",1,0.7,0.00000984,0.99992262
"leaf",1,0.7,0.00000984,0.99997183
"vacuum",1,0.7,0.00000984,0.99953883
"playful",1,0.7,0.00000984,0.98452151
"grown-up",1,0.7,0.00000984,0.97606811
"moody",1,0.7,0.00000984,0.99875155
"mailman",1,0.7,0.00000984,0.99708842
"enthusiast",1,0.7,0.00000984,0.98436405
"lest",1,0.7,0.00000984,0.99503166
"invites",1,0.7,0.00000984,0.99666526
"sipping",1,0.7,0.00000984,0.99988326
"desires",1,0.7,0.00000984,0.98045719
"determines",1,0.7,0.00000984,0.9972262
"loveland",1,0.7,0.00000984,0.99977501
"evacuation",1,0.7,0.00000984,0.98045719
"keansburg",1,0.7,0.00000984,0.97606811
"monmouth",1,0.7,0.00000984,0.99983406
"deceit",1,0.7,0.00000984,0.98878265
"rimshot",1,0.7,0.00000984,0.99731477
"ba-dum",1,0.7,0.00000984,0.99997183
"pssht",1,0.7,0.00000984,0.99994231
"alterations",1,0.7,0.00000984,0.99508087
"hem",1,0.7,0.00000984,0.99776745
"specialty",1,0.7,0.00000984,0.99991278
"namely",1,0.7,0.00000984,0.99996199
"leesa",1,0.7,0.00000984,0.99897789
"exposing",1,0.7,0.00000984,0.99513991
"hearted",1,0.7,0.00000984,0.99997183
"scum",1,0.7,0.00000984,0.99993247
"clutch",1,0.7,0.00000984,0.99406725
"straws",1,0.7,0.00000984,0.99968644
"aziz",1,0.7,0.00000984,0.99370313
"mullin",1,0.7,0.00000984,0.9998931
"rosary",1,0.7,0.00000984,0.99994231
"midtown",1,0.7,0.00000984,0.99975533
"trap",1,0.7,0.00000984,0.99982421
"charwood",1,0.7,0.00000984,0.99964708
"mural",1,0.7,0.00000984,0.99971596
"ukip",1,0.7,0.00000984,0.99997183
"bombed",1,0.7,0.00000984,0.99945026
"parliamentary",1,0.7,0.00000984,0.99991278
"convert",1,0.7,0.00000984,0.98903851
"mayoral",1,0.7,0.00000984,0.9998931
"muster",1,0.7,0.00000984,0.98045719
"hanauer",1,0.7,0.00000984,0.99977501
"launching",1,0.7,0.00000984,0.99952899
"naive",1,0.7,0.00000984,0.99508087
"timing",1,0.7,0.00000984,0.99993247
"fathers",1,0.7,0.00000984,0.97606811
"incentives",1,0.7,0.00000984,0.99708842
"capacities",1,0.7,0.00000984,0.98878265
"narcissism",1,0.7,0.00000984,0.99978485
"inanimate",1,0.7,0.00000984,0.99997183
"objects",1,0.7,0.00000984,0.99552371
"sperm",1,0.7,0.00000984,0.99996199
"wallets",1,0.7,0.00000984,0.97606811
"decides",1,0.7,0.00000984,0.97216125
"gifted",1,0.7,0.00000984,0.97606811
"poppin",1,0.7,0.00000984,0.99855473
"homeland",1,0.7,0.00000984,0.99991278
"awww",1,0.7,0.00000984,0.9990763
"mixtape",1,0.7,0.00000984,0.99774777
"harmful",1,0.7,0.00000984,0.99866298
"bi-monthly",1,0.7,0.00000984,0.99996199
"#vc",1,0.7,0.00000984,0.99994231
"#sf",1,0.7,0.00000984,0.95219392
"haley",1,0.7,0.00000984,0.9998931
"noord",1,0.7,0.00000984,0.99996199
"lacks",1,0.7,0.00000984,0.99997183
"stafford's",1,0.7,0.00000984,0.99996199
"gaudy",1,0.7,0.00000984,0.99991278
"penalties",1,0.7,0.00000984,0.98436405
"coincidental",1,0.7,0.00000984,0.98903851
"groin",1,0.7,0.00000984,0.99996199
"shelved",1,0.7,0.00000984,0.99884012
"marshall",1,0.7,0.00000984,0.99982421
