"word","p1","p1_estimate","p2","p2_estimate","p3","p3_estimate"
"zoo","named",0.075,"world",0.075,"died",0.075
"trend","and",0.075,"is",0.075,"in",0.075
"entry","i",0.075,"into",0.075,"about",0.075
"adult","too",0.075,"lives",0.075,"years",0.075
"default","and",0.075,"on",0.075,"that",0.075
"painful","program",0.075,"delicious",0.075,"shift",0.075
"germany","wanted",0.075,"is",0.075,"porsche",0.075
"entering","the",0.325,"a",0.075,"your",0.075
"seasons","and",0.325,"ago",0.075,"ahead",0.075
"approach","and",0.075,"is",0.075,"towards",0.075
"suffered","for",0.075,"enough",0.075,"with",0.075
"queen","street",0.075,"have",0.075,"teen-ager",0.075
"bra","strap",0.075,"bouta",0.075,"competition",0.075
"tonight's","event",0.075,"market",0.075,"win",0.075
"elementary","classes",0.075,"school",0.075,"schools",0.075
"heights","jail",0.075,"school",0.075,"officials",0.075
"personality","we",0.325,"class",0.075,"reports",0.075
"ms","x",0.075,"parma",0.075,"in",0.075
"deserve","this",0.075,"special",0.075,"to",0.075
"scenes","variations",0.075,"in",0.075,"i",0.075
"oklahoma","city",0.325,"said",0.075,"state",0.075
"shes","sorry",0.075,"in",0.075,"worried",0.075
"lover","of",0.325,"give",0.075,"henry",0.075
"liquid","my",0.075,"eats",0.075,"and",0.075
"smack","on",0.075,"of",0.075,"regardless",0.075
"arena","most",0.075,"deal",0.075,"du",0.075
"mental","health",0.325,"as",0.075,"skills",0.075
"performances","by",0.075,"makes",0.075,"without",0.075
"pointed","to",0.575,"out",0.075,"the",0.01725392
"blame","for",0.325,"tania",0.075,"somebody",0.075
"iran","is",0.325,"and",0.075,"the",0.075
"becoming","the",0.075,"a",0.075,"more",0.075
"threatened","suicide",0.075,"by",0.075,"me",0.075
"surprisingly","i",0.075,"few",0.075,"germane",0.075
"tempted","to",0.575,"although",0.075,"the",0.01720746
"planned","for",0.075,"on",0.075,"to",0.075
"jones","as",0.075,"really",0.075,"ride",0.075
"scheduled","to",0.325,"events",0.075,"the",0.075
"returning","to",0.575,"kicks",0.075,"the",0.01720502
"communications","tips",0.075,"act",0.075,"equipment",0.075
"remain","in",0.325,"open",0.075,"conscious",0.075
"forgotten","in",0.075,"hollywood",0.075,"or",0.075
"pot","bean",0.075,"or",0.075,"of",0.075
"overnight","add",0.075,"lane",0.075,"in",0.075
"choices","create",0.075,"and",0.075,"luck",0.075
"passion","provocation",0.075,"so",0.075,"that",0.075
"flat","feist",0.075,"iron",0.075,"tax",0.075
"secure","i",0.075,"feel",0.075,"method",0.075
"mouth","closed",0.075,"carefully",0.075,"apparently",0.075
"fortunate","our",0.075,"a",0.075,"to",0.075
"eric","fehrnstrome",0.075,"belt",0.075,"wobser",0.075
"trending","this",0.075,"what",0.075,"guess",0.075
"mans","hand",0.075,"sense",0.075,"best",0.075
"drew","attention",0.075,"ivers",0.075,"me",0.075
"proper","desert-plant",0.075,"pub",0.075,"etiquette",0.075
"maintenance","and",0.325,"that",0.075,"fixed",0.075
"hire","in",0.075,"their",0.075,"interested",0.075
"foot","that's",0.075,"in",0.075,"it",0.075
"timbers","reach",0.075,"first",0.075,"during",0.075
"recorded","the",0.075,"sheriff's",0.075,"my",0.075
"conservative","christians",0.075,"party",0.075,"#intendedtostatethepainfullyobviousandannoyingtruth",0.075
"jeff","gordon",0.325,"gehringer",0.075,"burkett",0.075
"bitter","enemies",0.075,"disillusionment",0.075,"fight",0.075
"skating","and",0.075,"across",0.075,"around",0.075
"shootings","said",0.075,"but",0.075,"or",0.075
"posting","a",0.075,"pics",0.075,"the",0.075
"fridge","so",0.325,"as",0.075,"there",0.075
"closest","farmer's",0.075,"mesa",0.075,"thing",0.075
"seasonal","produce",0.075,"thing",0.075,"fresh",0.075
"nasty","ownership",0.075,"stuff",0.075,"com",0.075
"injuries","were",0.075,"to",0.075,"and",0.075
"kidding","all",0.075,"the",0.075,"aside",0.075
"colors","just",0.075,"and",0.075,"of",0.075
"cd","release",0.075,"or",0.075,"was",0.075
"joined","by",0.325,"the",0.075,"k9",0.075
"boards","of",0.075,"chief",0.075,"consumer",0.075
"persons","marketing",0.075,"uniform",0.075,"birth",0.075
"mum","mum",0.075,"can",0.075,"denver",0.075
"yo","ass",0.075,"silly",0.075,"they",0.075
"dust","settles",0.075,"stickles",0.075,"before",0.075
"pressure","on",0.325,"wtf",0.075,"system",0.075
"corruption","inside",0.075,"is",0.075,"in",0.075
"pop","miss",0.075,"out",0.075,"up",0.075
"heck","out",0.075,"it",0.075,"i",0.075
"ramp","salad",0.075,"closures",0.075,"to",0.075
"pitch","for",0.075,"well",0.075,"cuse",0.075
"tracy","said",0.325,"you",0.075,"letts",0.075
"aged","less",0.325,"to",0.075,"and",0.075
"innings","where",0.075,"you",0.075,"the",0.075
"discovery","is",0.075,"bicycle",0.075,"center",0.075
"stronger","than",0.575,"side",0.075,"the",0.01675438
"cheer","to",0.075,"quit",0.075,"me",0.075
"protect","longer-term",0.075,"and",0.075,"money",0.075
"disappointed","with",0.325,"the",0.075,"investors",0.075
"height","they",0.325,"and",0.075,"of",0.075
"jennifer","carson",0.075,"told",0.075,"jason",0.075
"partnership","between",0.075,"mckee",0.075,"instead",0.075
"williams","paint",0.075,"did",0.075,"and",0.075
"preferred","customer",0.325,"writing",0.075,"the",0.075
"lawsuit","filed",0.575,"says",0.075,"the",0.01673788
"depending","on",0.825,"the",0.00843515,"to",0.00491066
"suspect","he",0.075,"had",0.075,"most",0.075
"crying","do",0.075,"really",0.075,"funny",0.075
"refined","with",0.075,"and",0.075,"the",0.075
"t","t",0.075,"for",0.075,"be",0.075
"depp","and",0.075,"who",0.075,"incorporated",0.075
"10pm","2pbr",0.075,"with",0.075,"still",0.075
"touched","a",0.075,"on",0.075,"by",0.075
"situations","just",0.075,"does",0.075,"the",0.075
"negative","comment",0.075,"affects",0.075,"growth",0.075
"thus","far",0.075,"lower",0.075,"hopefully",0.075
"mac","truck",0.075,"n",0.075,"has",0.075
"bullying","ways",0.075,"child",0.075,"we",0.075
"kindness","they",0.075,"have",0.075,"gentleness",0.075
"justify","redemption",0.075,"subpoenas",0.075,"whatever",0.075
"charity","event",0.325,"projects",0.075,"the",0.075
"africa","programme",0.075,"part",0.075,"but",0.075
"limits","on",0.575,"and",0.075,"the",0.01728727
"coats","seriously",0.075,"called",0.075,"thud",0.075
"launch","follow",0.075,"titles",0.075,"mission-driven",0.075
"senator","franken",0.075,"obama",0.075,"that",0.075
"army","vet",0.075,"report",0.075,"although",0.075
"riley","in",0.075,"warming",0.075,"said",0.075
"convicted","of",0.575,"according",0.075,"the",0.01706338
"gop","in",0.075,"routinely",0.075,"makes",0.075
"mountain","bike",0.075,"of",0.075,"park",0.075
"metro","atlantas",0.075,"morning",0.075,"blue",0.075
"counties","increased",0.075,"so",0.075,"make",0.075
"addiction","to",0.075,"and",0.075,"recovery",0.075
"talked","to",0.575,"of",0.075,"the",0.01755728
"informed","verrilli",0.075,"and",0.075,"mayor",0.075
"laughed","at",0.325,"so",0.075,"and",0.075
"lotion","gtfo",0.075,"on",0.075,"is",0.075
"consultant","intervistas",0.075,"writer",0.075,"for",0.075
"warning","if",0.075,"and",0.075,"when",0.075
"ingredients","in",0.075,"channel",0.075,"this",0.075
"laughing","a",0.075,"at",0.075,"and",0.075
"treated","us",0.075,"and",0.075,"like",0.075
"constant","oblivion",0.075,"struggle",0.075,"heel",0.075
"software","to",0.075,"for",0.075,"programmer",0.075
"professor","dick",0.075,"booty",0.075,"at",0.075
"mitt","romney",0.325,"people",0.075,"the",0.075
"hidden","skill",0.075,"demonstrates",0.075,"skyrim",0.075
"linked","to",0.325,"in",0.075,"data",0.075
"master","to",0.075,"of",0.075,"that",0.075
"struggle","with",0.325,"said",0.075,"through",0.075
"suffer","from",0.075,"more",0.075,"grrr",0.075
"conflict","with",0.075,"drewniak",0.075,"to",0.075
"electronic","pulltabs",0.325,"information",0.075,"health",0.075
"authorization","and",0.075,"to",0.075,"but",0.075
"posts","at",0.075,"a",0.075,"milwaukee",0.075
"walked","into",0.325,"in",0.075,"times",0.075
"bite","of",0.325,"size",0.325,"the",0.01706098
"stubborn","till",0.075,"asshole",0.075,"people",0.075
"ipad","to",0.075,"are",0.075,"waiting",0.075
"locker","room",0.325,"rooms",0.075,"said",0.075
"campus","al",0.075,"said",0.075,"focusing",0.075
"digging","the",0.075,"into",0.075,"up",0.075
"6th","and",0.075,"in",0.075,"grade",0.075
"las","vegas",0.575,"hermanas",0.075,"the",0.01672734
"invited","to",0.325,"billionaire",0.075,"around",0.075
"unified","i",0.075,"are",0.075,"school",0.075
"quilt","tops",0.075,"show",0.075,"exhibits",0.075
"incredibly","generous",0.075,"sweet",0.075,"intelligent",0.075
"generous","it",0.075,"donations",0.075,"and",0.075
"mall","which",0.075,"the",0.075,"makayla:hi",0.075
"proposing","to",0.575,"electronic",0.075,"the",0.01720537
"pension","reform",0.075,"benefits",0.075,"spiking",0.075
"reform","albano",0.075,"will",0.075,"is",0.075
"america's","earliest",0.075,"immigration",0.075,"role",0.075
"reaction","at",0.075,"yahoo",0.075,"to",0.075
"seeking","him",0.325,"out",0.075,"a",0.075
"begins","oozing",0.075,"thx",0.075,"as",0.075
"journalist","who",0.075,"just",0.075,"when",0.075
"robinson","worked",0.075,"and",0.075,"the",0.075
"delay","investigators",0.075,"is",0.075,"which",0.075
"tech","conference",0.075,"remained",0.075,"specs",0.075
"ignore","the",0.075,"one",0.075,"leads",0.075
"kentucky","derby",0.325,"won",0.075,"north",0.075
"wealthy","developer",0.075,"development",0.075,"districts",0.075
"scientific","deliberations",0.075,"term",0.075,"method",0.075
"promote","transparency",0.075,"actual",0.075,"world",0.075
"cocktail","with",0.075,"is",0.075,"seemed",0.075
"joseph","baldwin",0.075,"ca",0.075,"will",0.075
"henry","frye",0.075,"starts",0.075,"did",0.075
"mounted","red",0.075,"it",0.075,"higher",0.075
"blind","it",0.075,"or",0.075,"side",0.075
"massive","protest",0.075,"miscommunication",0.075,"deadfalls",0.075
"stumbled","onto",0.075,"slipped",0.075,"into",0.075
"towers","fell",0.075,"it's",0.075,"and",0.075
"trainer","to",0.075,"call",0.075,"is",0.075
"match","awesome",0.075,"also",0.075,"the",0.075
"laid","out",0.325,"off",0.325,"the",0.01679063
"transport","association",0.075,"by",0.075,"of",0.075
"mission","to",0.325,"enforcing",0.075,"failed",0.075
"invite","accusations",0.075,"7th-12th",0.075,"the",0.075
"gun","lobby",0.075,"sales",0.075,"control",0.075
"originally","written",0.075,"supposed",0.075,"published",0.075
"towards","the",0.325,"non-french",0.075,"its",0.075
"dessert","wine",0.075,"was",0.075,"how",0.075
"nowhere","near",0.325,"in",0.075,"the",0.075
"nearby","vancouver",0.075,"subdivisions",0.075,"states",0.075
"enter","into",0.075,"the",0.075,"our",0.075
"diff","clinics",0.075,"answers",0.075,"claims",0.075
"disease","technically",0.075,"to",0.075,"control",0.075
"inserted","up",0.075,"another",0.075,"and",0.075
"throat","so",0.075,"which",0.075,"twice",0.075
"acting","up",0.075,"gig",0.075,"as",0.075
"factor","happy",0.075,"or",0.075,"that",0.075
"votes","for",0.075,"who",0.075,"to",0.075
"profit","and",0.075,"in",0.075,"instead",0.075
"hunger","games",0.325,"for",0.075,"thanks",0.075
"lie","to",0.325,"that",0.075,"there",0.075
"bobby","hurd",0.075,"abreu",0.075,"accomplished",0.075
"lighting","was",0.325,"effects",0.075,"are",0.075
"darkness","this",0.325,"i",0.075,"of",0.075
"egg","on",0.075,"follow",0.075,"whites",0.075
"closet","and",0.325,"two",0.075,"plus",0.075
"neighbors","closet",0.075,"spent",0.075,"peers",0.075
"scream","like",0.075,"i",0.075,"if",0.075
"theyre","forced",0.075,"superstars",0.075,"so",0.075
"everytime","i",0.325,"the",0.075,"you",0.075
"pointing","in",0.325,"there",0.075,"his",0.075
"depression","whatever",0.075,"officials",0.075,"with",0.075
"legendary","pink",0.075,"figures",0.075,"new",0.075
"inspiration","to",0.075,"this",0.075,"it",0.075
"historic","inner",0.075,"and",0.075,"april",0.075
"genre","it",0.075,"since",0.075,"we",0.075
"sec","recording",0.075,"then",0.075,"that",0.075
"providers","have",0.075,"need",0.075,"to",0.075
"couldnt","afford",0.075,"hang",0.075,"forget",0.075
"knowledge","that",0.075,"to",0.075,"when",0.075
"exam","this",0.075,"that",0.075,"you",0.075
"baker","cambridge",0.075,"mike",0.075,"yes",0.075
"congressional","republicans",0.075,"candidates",0.075,"races",0.075
"jackson","the",0.075,"ln",0.075,"constantly",0.075
"faster","it's",0.075,"better",0.075,"big",0.075
"supporting","lee's",0.075,"him",0.075,"characters",0.075
"families","we",0.075,"distinctively",0.075,"last",0.075
"foreign","band",0.075,"press",0.075,"terrorist",0.075
"aaron","glantz",0.075,"craft",0.075,"russell",0.075
"youll","never",0.325,"indulge",0.075,"have",0.075
"holy","trinity",0.075,"day",0.075,"crap",0.075
"felony","count",0.325,"charges",0.075,"counts",0.075
"documents","spreadsheets",0.075,"also",0.075,"the",0.075
"releases","about",0.075,"her",0.075,"produces",0.075
"agents","about",0.075,"who",0.075,"gneckow",0.075
"reference","to",0.325,"so",0.075,"@",0.075
"neurons","and",0.075,"babbling",0.075,"pulsing",0.075
"rough","looking",0.075,"would",0.075,"working",0.075
"balance","of",0.075,"being",0.075,"the",0.075
"ship","and",0.325,"was",0.075,"operators",0.075
"shadow","making",0.075,"you",0.075,"poor",0.075
"lying","to",0.325,"on",0.075,"or",0.075
"raised","four",0.075,"a",0.075,"at",0.075
"update","includes",0.075,"do",0.075,"stop",0.075
"carter","an",0.075,"gave",0.075,"ordered",0.075
"dumb","of",0.075,"prediction",0.075,"if",0.075
"restaurant","critic",0.075,"lutece",0.075,"bans",0.075
"experiment","the",0.075,"to",0.075,"reputed",0.075
"attempted","suicides",0.075,"and",0.075,"to",0.075
"steak","on",0.325,"for",0.075,"down",0.075
"item","the",0.075,"refers",0.075,"was",0.075
"brownie","orders",0.075,"mix",0.075,"batter",0.075
"extension","finished",0.075,"on",0.075,"bill",0.075
"fourth","time",0.075,"for",0.075,"incident",0.075
"colorado","vow",0.075,"shoot",0.075,"that",0.075
"slice","any",0.075,"of",0.075,"and",0.075
"explained","jungle",0.075,"how",0.075,"that",0.075
"wondered","by",0.075,"for",0.075,"hesitantly",0.075
"angry","as",0.075,"right",0.075,"dog",0.075
"racing","she",0.075,"in",0.075,"development",0.075
"barbara","jordan",0.075,"lee",0.075,"demarco-barrett",0.075
"walks","by",0.075,"#mytype",0.075,"to",0.075
"smooth","airflow",0.075,"we",0.075,"the",0.075
"cassidy","of",0.075,"turley",0.075,"looks",0.075
"capital","markets",0.075,"spending",0.075,"where",0.075
"debt","something",0.075,"crisis",0.075,"and",0.075
"brush","a",0.075,"that",0.075,"the",0.075
"agent","who",0.075,"to",0.075,"tony",0.075
"honestly","i",0.075,"am",0.075,"as",0.075
"dating","i",0.325,"to",0.075,"trooper",0.075
"controllers","or",0.075,"hired",0.075,"the",0.075
"retiring","from",0.325,"controllers",0.075,"characters",0.075
"hanging","out",0.575,"vines",0.075,"the",0.01677273
"stuck","in",0.325,"them",0.075,"to",0.075
"cookies","for",0.075,"huggins",0.075,"they're",0.075
"frustrated","and",0.325,"popular",0.075,"detroit",0.075
"increasingly","when",0.075,"harsh",0.075,"popular",0.075
"bands","but",0.075,"long",0.075,"and",0.075
"clark","county",0.075,"a",0.075,"executive",0.075
"lay","down",0.075,"there",0.075,"on",0.075
"minority","there",0.075,"youth",0.075,"leader",0.075
"fill","in",0.075,"an",0.075,"of",0.075
"thrown","it",0.075,"a",0.075,"by",0.075
"valid","i",0.075,"rt",0.075,"persons",0.075
"powder","hey",0.075,"to",0.075,"foundation",0.075
"annoying","hpy",0.075,"thinking",0.075,"dad",0.075
"instance","a",0.325,"corona",0.075,"then",0.075
"inch","of",0.075,"impact",0.075,"pan",0.075
"storms","form",0.075,"will",0.075,"doesn't",0.075
"they'll","probably",0.075,"do",0.075,"get",0.075
"searching","for",0.325,"kijiji",0.075,"just",0.075
"background","for",0.325,"you",0.075,"an",0.075
"80s","cheering",0.075,"when",0.075,"his",0.075
"mulcahy","says",0.325,"had",0.075,"the",0.075
"c.i.a","ed",0.075,"with",0.075,"mulcahy",0.075
"virginia","known",0.075,"tech",0.075,"federal",0.075
"lists","as",0.075,"two",0.075,"higher",0.075
"steamed","fish",0.325,"meat",0.075,"dish",0.075
"fee","brotherton",0.075,"waiver",0.075,"waier",0.075
"celebrating","queens",0.075,"my",0.075,"diversity",0.075
"unemployment","but",0.075,"rates",0.075,"rate",0.075
"drove","to",0.075,"around",0.075,"up",0.075
"comic","to",0.075,"boasting",0.075,"book",0.075
"buffalo","where",0.075,"for",0.075,"and",0.075
"processes","are",0.075,"wondering",0.075,"on",0.075
"backed","him",0.075,"a",0.075,"out",0.075
"sheen's","ex-publicist",0.075,"entertainment",0.075,"litigation",0.075
"andrew","martin",0.075,"molera",0.075,"jackson",0.075
"removed","the",0.325,"from",0.075,"but",0.075
"pour","the",0.325,"in",0.075,"out",0.075
"choose","to",0.075,"from",0.075,"the",0.075
"crap","we",0.075,"aziz",0.075,"why",0.075
"day's","adventures",0.075,"market",0.075,"ago",0.075
"abbys","friends",0.075,"interactions",0.075,"nature",0.075
"abby","her",0.075,"never",0.075,"has",0.075
"calling","it",0.075,"for",0.075,"local",0.075
"allegedly","going",0.325,"harassing",0.075,"brought",0.075
"employee","and",0.325,"possibly",0.075,"confusion",0.075
"articles","because",0.075,"right",0.075,"and",0.075
"s.s.p.x","priest",0.325,"to",0.075,"we",0.075
"mother's","day",0.575,"suicide-quinn",0.075,"the",0.01675785
"investors","on",0.075,"more",0.075,"lb",0.075
"directly","to",0.075,"across",0.075,"from",0.075
"compact","cordless",0.075,"impact",0.075,"drill",0.075
"combo","kit",0.825,"the",0.00836424,"to",0.00486938
"volt","system",0.325,"lithium-ion",0.075,"safe",0.075
"cincinnati","where",0.075,"has",0.075,"reds",0.075
"invalidation","invalidation",0.325,"comes",0.075,"hurts",0.075
"forms","of",0.575,"an",0.075,"the",0.01710872
"challenges","with",0.075,"i",0.075,"have",0.075
"creepy","dolls",0.075,"stuff",0.075,"find",0.075
"freaking","amazing",0.075,"sold",0.075,"me",0.075
"itunes","amazon",0.325,"match",0.075,"doesn't",0.075
"breathe","each",0.075,"pour",0.075,"differently",0.075
"gravy","train",0.075,"you",0.075,"prepared",0.075
"kick","off",0.075,"this",0.075,"up",0.075
"boyer","is",0.075,"may",0.075,"never",0.075
"cardinals","player",0.075,"from",0.075,"opened",0.075
"seed","in",0.075,"after",0.075,"osu",0.075
"conscious","sadly",0.075,"exercise",0.075,"decision",0.075
"spots","come",0.075,"which",0.075,"i",0.075
"adam","brandon",0.075,"yauch's",0.075,"ad-rock",0.075
"repeat","performance",0.075,"nobody",0.075,"customers",0.075
"cow","that",0.075,"we",0.075,"appreciation",0.075
"dolores","hidalgo",0.325,"cry",0.075,"the",0.075
"korean","americans",0.075,"and",0.075,"subtitles",0.075
"pharmacist","jobs",0.825,"the",0.00836507,"to",0.00486986
"dakota","outdoor",0.075,"that",0.075,"and",0.075
"bones","of",0.1,"but",0.1,"are",0.1
"flow","more",0.1,"and",0.1,"of",0.1
"strips","and",0.433333333,"i'm",0.1,"the",0.02288581
"attached","them",0.1,"to",0.1,"w",0.1
"rebecca","actually",0.1,"soni",0.1,"clark",0.1
"industrial","growth",0.1,"policy",0.1,"manufacturing",0.1
"category","full",0.1,"or",0.1,"with",0.1
"printing","cost",0.1,"the",0.1,"i",0.1
"e-book","version",0.1,"should",0.1,"award",0.1
"backyard","it's",0.1,"here",0.1,"space",0.1
"crafty","blogland",0.1,"design",0.1,"emma",0.1
"frenzy","goes",0.1,"of",0.1,"right",0.1
"familiar","saying",0.1,"to",0.1,"with",0.1
"pie","didn't",0.1,"rt",0.1,"so",0.1
"phrase","originated",0.1,"in",0.1,"for",0.1
"nonetheless","some",0.1,"further",0.1,"viewing",0.1
"fried","chicken",0.433333333,"the",0.1,"to",0.0136368
"hardware","store",0.1,"apart",0.1,"from",0.1
"cornerback","drafted",0.1,"morris",0.1,"would",0.1
"drafted","in",0.433333333,"i",0.1,"the",0.02301668
"hehe","didnt",0.1,"just",0.1,"well",0.1
"distress","inks",0.433333333,"didnt",0.1,"the",0.02230816
"wire","ties",0.1,"weld",0.1,"which",0.1
"ideal","since",0.1,"by",0.1,"locations",0.1
"potatoes","are",0.433333333,"cereals",0.1,"the",0.02241873
"wheels","keep",0.1,"as",0.1,"and",0.1
"basket","off",0.1,"issues",0.1,"farm",0.1
"nicely","over",0.1,"dude",0.1,"they",0.1
"carpet","anyway",0.1,"in",0.1,"tweeps",0.1
"wheel","when",0.1,"of",0.1,"samuel",0.1
"demise","of",0.433333333,"and",0.1,"the",0.0233141
"11am","she'll",0.1,"the",0.1,"in",0.1
"booth","the",0.1,"is",0.1,"@",0.1
"controversy","around",0.1,"and",0.1,"ethan",0.1
"menu","is",0.766666667,"the",0.01127697,"to",0.00656507
"worthy","of",0.1,"new",0.1,"marketing",0.1
"genuinely","friendly",0.1,"didn't",0.1,"flawed",0.1
"friendly","and",0.1,"link",0.1,"immigrant",0.1
"helpful","as",0.1,"conversely",0.1,"news",0.1
"del","duck",0.1,"potro",0.1,"mar",0.1
"dollars","d",0.1,"how",0.1,"help",0.1
"visits","just",0.1,"including",0.1,"wayne",0.1
"achieve","unfortunately",0.1,"their",0.1,"your",0.1
"institution","run",0.1,"fighting",0.1,"however",0.1
"recreation","closing",0.1,"events",0.1,"of",0.1
"wit","da",0.1,"women",0.1,"the",0.1
"blogging","let",0.1,"about",0.1,"and",0.1
"doctors","who",0.1,"offices",0.1,"are",0.1
"jokes","and",0.1,"to",0.1,"or",0.1
"rocks","at",0.1,"sippin",0.1,"you",0.1
"friendship","which",0.1,"you",0.1,"lol",0.1
"rocket","made",0.1,"bolted",0.1,"that",0.1
"amid","the",0.433333333,"allegations",0.1,"to",0.01363539
"hired","to",0.1,"in",0.1,"at",0.1
"grace","refused",0.1,"a",0.1,"of",0.1
"claiming","the",0.433333333,"responsibility",0.1,"to",0.01363497
"susan","montee",0.1,"lee",0.1,"milhaven",0.1
"urban","areas",0.1,"fantasy",0.1,"gardens",0.1
"occasional","prog",0.1,"apple",0.1,"invitation",0.1
"gallery","of",0.1,"to",0.1,"at",0.1
"aspiring","as",0.1,"to",0.1,"artists",0.1
"nancy","astor",0.1,"and",0.1,"zak",0.1
"twisted","romance",0.1,"rt",0.1,"length",0.1
"romance","of",0.1,"loss",0.1,"was",0.1
"magnificent","#monday",0.1,"mind",0.1,"thanks",0.1
"double","life",0.1,"crochet",0.1,"diamonds",0.1
"alarm","set",0.1,"goes",0.1,"at",0.1
"strikes","them",0.1,"it",0.1,"again",0.1
"skis","lots",0.1,"excellent",0.1,"in",0.1
"peyton","is",0.1,"made",0.1,"he'll",0.1
"tebow","we",0.1,"may",0.1,"you",0.1
"parks","earls",0.1,"punctuate",0.1,"such",0.1
"compromise","and",0.1,"weird",0.1,"away",0.1
"smell","of",0.433333333,"good",0.1,"the",0.02278984
"spreading","across",0.1,"acidity",0.1,"slow",0.1
"usc","the",0.1,"hours",0.1,"from",0.1
"score","to",0.1,"and",0.1,"touchdowns",0.1
"settle","for",0.433333333,"the",0.1,"to",0.01379032
"mt","hang",0.1,"join",0.1,"sinai",0.1
"depends","on",0.433333333,"deviled",0.1,"the",0.02249395
"pa","and",0.1,"did",0.1,"that",0.1
"casual","and",0.1,"chains",0.1,"guest-in-your-home",0.1
"rams","owner",0.1,"and",0.1,"to",0.1
"emotions","as",0.1,"the",0.1,"are",0.1
"thumb","and",0.1,"girardi",0.1,"tacks",0.1
"baking","soda",0.1,"to",0.1,"feet",0.1
"russell","says",0.1,"academy",0.1,"fr",0.1
"deputy","superintendent",0.1,"director",0.1,"when",0.1
"academic","i",0.1,"theorist",0.1,"libraries",0.1
"wished","i",0.1,"on",0.1,"a",0.1
"lasted","several",0.1,"almost",0.1,"twice",0.1
"butter","on",0.1,"cups",0.1,"and",0.1
"reporting","on",0.1,"and",0.1,"was",0.1
"aint","shit",0.1,"got",0.1,"right",0.1
"deficit","in",0.1,"have",0.1,"spending",0.1
"speeds","of",0.1,"are",0.1,"from",0.1
"determined","rein",0.1,"she",0.1,"to",0.1
"n.y","ouch",0.1,"i",0.1,"same",0.1
"richardson","is",0.1,"lsu",0.1,"and",0.1
"tad","more",0.433333333,"goofy",0.1,"the",0.02235724
"confident","i",0.1,"in",0.1,"amen",0.1
"fearful","of",0.1,"state",0.1,"doubts",0.1
"mirror","lake",0.1,"mirror",0.1,"on",0.1
"assigned","to",0.766666667,"the",0.01146978,"and",0.00573961
"meaningful","measure",0.1,"oversight",0.1,"is",0.1
"singer","before",0.1,"a",0.1,"is",0.1
"delivering","a",0.1,"lyrics",0.1,"mocking",0.1
"astonishing","singer",0.1,"jaume",0.1,"echo",0.1
"rare","and",0.1,"is",0.1,"occasions",0.1
"pedro","da",0.1,"leitao",0.1,"at",0.1
"pushed","my",0.1,"her",0.1,"an",0.1
"struggling","through",0.1,"place",0.1,"with",0.1
"referring","to",0.433333333,"him:i",0.1,"the",0.02293979
"ellen","just",0.1,"greene",0.1,"futterman",0.1
"moments","of",0.1,"but",0.1,"away",0.1
"pregnancy","with",0.1,"of",0.1,"prospective",0.1
"angels","of",0.1,"announced",0.1,"and",0.1
"lakers","the",0.1,"got",0.1,"media",0.1
"religion","or",0.1,"i",0.1,"muslims",0.1
"loving","all",0.1,"daughter",0.1,"that",0.1
"gardens","the",0.1,"proliferate",0.1,"to",0.1
"mothers","day",0.766666667,"the",0.01117179,"to",0.00650384
"cuz","i",0.1,"that's",0.1,"im",0.1
"taylor","issues",0.1,"buffalo",0.1,"straight",0.1
"workplace","safety",0.1,"do",0.1,"like",0.1
"oversight","have",0.1,"the",0.1,"doubt",0.1
"crucial","not",0.1,"critical",0.1,"and",0.1
"stemmed","from",0.433333333,"glasses",0.1,"the",0.02238927
"landed","it",0.1,"a",0.1,"in",0.1
"discount","racks",0.1,"drug",0.1,"if",0.1
"mississippi","lime",0.1,"state",0.1,"near",0.1
"venture","during",0.1,"investing",0.1,"was",0.1
"matthews","said",0.1,"band",0.1,"and",0.1
"bothered","me",0.1,"of",0.1,"even",0.1
"biological","hacking",0.1,"information",0.1,"mother",0.1
"seventh","street",0.1,"and",0.1,"round",0.1
"rarely","come",0.1,"did",0.1,"use",0.1
"beautifully","told",0.1,"in",0.1,"elegant",0.1
"rational","mind",0.1,"west",0.1,"discourse",0.1
"camps","today",0.1,"on",0.1,"over",0.1
"indianapolis","absolutely",0.1,"building",0.1,"colts",0.1
"wise","and",0.1,"man",0.1,"both",0.1
"dried","vegetables",0.1,"mexican",0.1,"fig",0.1
"depth","to",0.1,"and",0.1,"at",0.1
"belief","aren't",0.1,"and",0.1,"like",0.1
"criticism","is",0.433333333,"as",0.1,"the",0.02266493
"reads","thank",0.1,"this",0.1,"for",0.1
"goodnight","babe",0.1,"d",0.1,"i",0.1
"babe","talk",0.1,"rt",0.1,"hehe",0.1
"torn","acl",0.1,"bed",0.1,"papers",0.1
"h","5mm",0.1,"k",0.1,"says",0.1
"crochet","slip",0.1,"rodney",0.1,"border",0.1
"soybeans","has",0.1,"that",0.1,"and",0.1
"microsoft","onenote",0.1,"corp",0.1,"employee",0.1
"hung","this",0.1,"in",0.1,"on",0.1
"philly","still",0.1,"was",0.1,"eagles",0.1
"matters","by",0.1,"studies",0.1,"of",0.1
"cat","who",0.1,"got",0.1,"rocks",0.1
"sergeant","jordan",0.433333333,"william",0.1,"the",0.02230311
"styles","of",0.433333333,"good",0.1,"the",0.02278984
"japanese","the",0.1,"with",0.1,"first",0.1
